Type,銷售文件類型,Save,Message,項目,排程明細號碼,ETD Date,專案代碼,上線日,訂單,物料,物料說明,規格,User Status,項目數量,收貨數量,系統料齊日,基本開始日期,基本完成日期,工單備註,備註(生管),DIP完工日,TEST上線日,料齊日(生管),責任單位(人工),逾期代碼,逾期說明,列印日期,已發料,Fin.iss,GMPS,料齊日(物管),未上線原因(生管),SRR申請單號,VVIP,VVIP2,綠色通道,儲存地點,MRP 控制員,MRP 控制員名稱,客戶名稱(人工),頂階成品品號(人工),Request Qty,訂單單號(人工),訂單單號項次(人工),OTD(PC),Rev,未上線原因,CRTD,REL,PDLV,DLV,確認指示碼,建立日期,前日料齊,Critical,缺料1,缺料2,缺料3,缺料4,缺料5,缺料6,缺料7,缺料8,缺料9,缺料10,MC Code,MC名稱,期望料齊日,最晚料齊日,實際開工日,實際完工日,備註(物管),頂階工單,工廠,SD 文件種類,SO 號碼,銷售訂單項目,客戶,名稱 1,預訂號碼,MRP 群組,產品階層,拔工單 Check(生管),OP確認OK(生管),原開工日期(生管),死棋料(生管),拔工單Remark(生管),收貨作業處理時間,Promise Date,齊套日期,瓶頸料,瓶頸料齊日,瓶頸料缺料,瓶頸料工單,Icon,Priority,訂單創建日期,是否可以委外加工,不可發包原因,PCB第一次生產,製件數,重點pullin,Series Alert,BU,VP
MO,59N1,Save,,0,0,2025-07-29 00:00:00,08.93-41050-A650,2025-07-28 00:00:00,59N125080116,59-44835-AB50,"ABX-220-EHL/SRDNA w/o sensor, X02","(G)EGW-3200 main board, EHL SoC,wo TPM",ZREL,5,0,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-08-07 00:00:00,8/18(5/12入)，,7/30接測,2025-07-29 00:00:00,2025-07-30 00:00:00,2025-07-25 00:00:00,,,,2025-07-14 00:00:00,Y,,X,,,,false,,false,AY59,P13,EV-鍾若妤,DELL PRODUCTS L.P.,93-41050-A650,0,1100028236,10,2025-08-18 00:00:00,A2,,,X,,,,2025-05-19 00:00:00,,,,,,,,,,,,,M02,黃佳雯,,,2025-07-25 00:00:00,,,93N125080116,1100,C,,0,2275,DELL PRODUCTS L.P.,4758159,Z040,0027.0078.ECP303,false,false,,,,1,,2025-08-06 00:00:00,,,,,,,2025-05-12 00:00:00,,,,0,,,ECP,
MO,59E1,Save,,0,0,2025-07-30 00:00:00,08.93-D2303-110E,2025-07-31 00:00:00,59E125080123,59-A1032-100E,MLC-S ADL MB Dual BIOS,(MD)(EA),ZREL,2,0,,2025-07-31 00:00:00,2025-08-07 00:00:00,"DEV-0054903,8/6(6/17入)，",,,,,,,,2025-07-24 00:00:00,,,,,,,false,,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-D2303-110E,0,2210015496,10,2025-08-06 00:00:00,,,,X,,,,2025-06-18 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,,,,93E125080123,1100,C,,0,AD7102,ADLINK Technology GmbH,4801429,Z040,0021.0054.EVBU26,false,false,,,,1,,2025-08-11 00:00:00,,,,,,,2025-06-17 00:00:00,,,,0,,,EDGE VIZ,
MO,59N1,Save,,0,0,,08.93-F0023-0010,2025-07-24 00:00:00,59N125080121,59-66544-0010,STR-TSPI7-070D_Board,(G),ZREL,49,0,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-31 00:00:00,8/22(5/23提前FD)，12.5min,7/28接測,2025-07-25 00:00:00,2025-07-28 00:00:00,2025-07-23 00:00:00,,,,2025-07-10 00:00:00,Y,,X,,,,false,H,false,AY59,P13,EV-鍾若妤,GES SINGAPORE PTE LTD,93-F0023-0010,0,1100018587,30,2025-08-22 00:00:00,A2,,,X,,,,2025-05-23 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,2025-07-23 00:00:00,,,93N125080121,1100,C,,0,1044,GES SINGAPORE PTE LTD,4766276,Z040,0020.0048.EVBU01,false,false,,,,1,,2025-08-08 00:00:00,,,,,,,2024-04-22 00:00:00,,,,26,,,EDGE VIZ,
MO,59N1,Save,,0,0,,08.93-F0089-2020,2025-07-22 00:00:00,59N125080022,59-66046-2010,EMP-300-CQ CB for (6305E),(G),ZREL,125,52,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-30 00:00:00,N-KEEP，8/15，測14min，65/天,7/25接測,2025-07-24 00:00:00,2025-07-25 00:00:00,2025-07-21 00:00:00,,,,2025-07-08 00:00:00,Y,,X,,,,false,L,false,AY59,P13,EV-鍾若妤,ComQi,93-F0089-2020,0,1100026851,40,2025-08-15 00:00:00,A3,,,X,X,,,2025-04-15 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,2025-07-18 00:00:00,,6/11：on going,93N125080022,1100,C,,0,3932,ComQi,4712754,Z040,0020.0052.EVBU05,false,false,,,,1,,2025-08-01 00:00:00,,,,,,,2025-03-21 00:00:00,,,,0,,,EDGE VIZ,
MO,59T1,Save,,0,0,2025-07-29 00:00:00,08.93-F0089-2020,2025-07-26 00:00:00,59T125070035,59-66046-2010,EMP-300-CQ CB for (6305E),(G),ZREL,4,0,,2025-07-26 00:00:00,2025-08-08 00:00:00,重測,,,,,,,,2025-07-24 00:00:00,,,,,,,false,,false,AY59,P13,EV-鍾若妤,,,0,,0,,A3,,,X,,,,2025-06-30 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,,,,,1100,,,0,,,4816382,Z040,0020.0052.EVBU05,false,false,,,,1,,,,,,,,,,,,,0,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-08-08 00:00:00,08.93-F0089-911E-,2025-08-08 00:00:00,59N125090011,59-66046-4210,"EMP-510 w/Fan for(i5-1145G7E)_Lan*2,fTPM",(G),ZREL,108,0,2025-08-07 00:00:00,2025-08-08 00:00:00,2025-08-15 00:00:00,9/17->8/27->8/1(6/9通知)， 測10min,8/12接測,2025-08-11 00:00:00,2025-08-12 00:00:00,2025-08-07 00:00:00,,,,2025-07-25 00:00:00,,,,,,,false,L,false,AY59,P13,EV-鍾若妤,Becton Dickinson Company,93-F0089-911E,0,1100025622,60,2025-09-17 00:00:00,A4,,,X,,,,2025-04-15 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,6/24：51-66046-0A40-B0(20251222)C03拔MO,93E125090007,1100,C,,0,3888,Becton Dickinson Company,4711995,Z040,0020.0052.EVBU05,false,false,,,,1,,2025-09-24 00:00:00,,,,,,,2025-02-06 00:00:00,,,,1409,,,EDGE VIZ,
MO,59N1,Save,,0,0,,08.93-F0091-004E,2025-07-22 00:00:00,59N125070031,59-66942-1020,Capsule Axon 2 Mainboard 1-Serial,(MD)(G),ZREL,180,0,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-28 00:00:00,8/18，66876與66942共用測具*2(雙機)，雙連，測4min,7/24接測,2025-07-23 00:00:00,2025-07-24 00:00:00,2025-07-21 00:00:00,,,,2025-07-15 00:00:00,Y,,X,,,,false,H,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-F0091-004E,0,2210011614,70,2025-07-09 00:00:00,A2,,,X,,,,2025-03-21 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,2025-07-18 00:00:00,,,93E125070019,1100,C,,0,AD7103,ADLINK Technology GmbH,4673962,Z040,0021.0054.EVBU24,false,false,,,,1,,2026-01-07 00:00:00,,,,,,,2024-06-18 00:00:00,,,,495,,,EDGE VIZ,
MO,59N1,Save,,0,0,,08.93-F0091-104E,2025-07-22 00:00:00,59N125050176,59-66942-0020,Capsule Axon 2 Mainboard,(MD)(G),ZREL,540,270,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-31 00:00:00,8/18，，2連，66876與66942共用測具*2(雙機)，測4min，230/天,7/25接測,2025-07-24 00:00:00,2025-07-25 00:00:00,2025-07-21 00:00:00,,,,2025-07-15 00:00:00,Y,,X,,,,false,H,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-F0091-104E,0,2210011614,190,,A2,,,X,X,,,2025-02-26 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,2025-07-18 00:00:00,,6/11：Capsule恢復生產,59N125050176,1100,C,,0,AD7103,ADLINK Technology GmbH,4650532,Z040,0021.0054.EVBU24,false,false,,,,1,,2025-10-22 00:00:00,,,,,@5D@,,2024-06-18 00:00:00,,,,626,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-08-20 00:00:00,08.93-F0092-004E,2025-08-22 00:00:00,59N125070037,59-66876-0010,Capsule Axon 2 Serial Daughterboard,(MD)(G),ZREL,273,0,2025-08-19 00:00:00,2025-08-22 00:00:00,2025-08-29 00:00:00,8/18，3連，66876與66942共用測具*2(雙機)，測4min，230/天,測具衝突,2025-08-23 00:00:00,2025-08-26 00:00:00,2025-08-21 00:00:00,,,,,,,,,,,false,H,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-F0092-004E,0,2210011614,370,2025-07-09 00:00:00,A2,,,X,,,,2025-03-24 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,6/17：51-66876-0A20-A0(20250820)L on going,93E125070022,1100,C,,0,AD7103,ADLINK Technology GmbH,4683605,Z040,0021.0054.EVBU24,false,false,2025-07-22 00:00:00,51-66876-0A20-A0,,1,,2025-08-19 00:00:00,,,,,,,2024-06-18 00:00:00,N,MD,,142,,,EDGE VIZ,
MO,59N1,Save,,0,0,,08.93-F0092-004E,2025-07-24 00:00:00,59N125070038,59-66942-0020,Capsule Axon 2 Mainboard,(MD)(G),ZREL,660,0,2025-07-26 00:00:00,2025-07-24 00:00:00,2025-08-07 00:00:00,8/18，2連，66876與66942共用測具*2(雙機)，測4min，230/天,7/30接測,2025-07-29 00:00:00,2025-07-30 00:00:00,2025-07-23 00:00:00,,,,2025-07-17 00:00:00,Y,,X,,,,false,H,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-F0092-004E,0,2210011614,370,2025-07-09 00:00:00,A2,,,X,,,,2025-03-24 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,2025-07-22 00:00:00,,6/17：Capsule恢復生產，61-01000-0300(20250818)L 目前交期晚於L/T,93E125070022,1100,C,,0,AD7103,ADLINK Technology GmbH,4683621,Z040,0021.0054.EVBU24,false,false,,,,1,,2025-08-19 00:00:00,,,,,,,2024-06-18 00:00:00,,,,0,,,EDGE VIZ,
MO,59N1,Save,,0,0,,08.93-F0092-004E,2025-07-18 00:00:00,59N125070360,59-66876-0010,Capsule Axon 2 Serial Daughterboard,(MD)(G),ZREL,369,180,2025-07-17 00:00:00,2025-07-18 00:00:00,2025-07-29 00:00:00,8/18，3連，66876與66942共用測具*2(雙機)，測4min，230/天,7/22接測,2025-07-21 00:00:00,2025-07-22 00:00:00,2025-07-17 00:00:00,,,,2025-07-11 00:00:00,Y,,X,,,,false,,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-F0092-004E,0,2210011614,370,2025-07-09 00:00:00,A2,,,X,X,,,2025-06-19 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,2025-07-16 00:00:00,,6/17：51-66876-0A20-A0(20250820)L on going,93E125070022,1100,C,,0,AD7103,ADLINK Technology GmbH,4802048,Z040,0021.0054.EVBU24,false,false,,,,1,,2025-08-19 00:00:00,,,,,,,2024-06-18 00:00:00,N,MD,,0,,,EDGE VIZ,
MO,59T1,Save,,0,0,2025-07-29 00:00:00,08.93-F0092-004E,2025-07-30 00:00:00,59T125070064,59-66942-0020,Capsule Axon 2 Mainboard,(MD)(G),ZREL,10,0,,2025-07-30 00:00:00,2025-08-15 00:00:00,AN77，59R125040086,,,,,,,,2025-07-25 00:00:00,,,,,,,false,,false,AY59,P13,EV-鍾若妤,,,0,,0,,A2,,,X,,,,2025-07-25 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,,,,,1100,,,0,,,4849300,Z040,0021.0054.EVBU24,false,false,,,,1,,,,,,,,,,,,,0,,,EDGE VIZ,
MO,85N1,Save,,0,0,,08.93-F0093-0030,2025-07-23 00:00:00,85N125080020,85-A1021-0520,VETSCAN HUB Board Assembly/F,(G),ZREL,480,0,2025-07-22 00:00:00,2025-07-23 00:00:00,2025-08-07 00:00:00,8/22，測15.5min，72/天,,,,2025-07-23 00:00:00,,,,2025-07-16 00:00:00,Y,,X,,,,false,L,false,AY85,P13,EV-鍾若妤,Zoetis Belgium S.A.,93-F0093-0020,0,1100025437,10,,,Zoetis,,X,,,,2025-04-10 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,2025-07-22 00:00:00,,,85N125080020,1100,C,,0,4394,Zoetis Belgium S.A.,4709275,Z040,0020.0050.EVBU03,false,false,,,,1,,2025-07-22 00:00:00,,,,,,,2025-01-24 00:00:00,,,,0,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-08-09 00:00:00,08.93-F0107-0030,2025-08-08 00:00:00,59N125080095,59-67300-0010,ADi-BABX-211/Everi  ,(G)Rev:A1,ZREL,102,0,2025-08-08 00:00:00,2025-08-08 00:00:00,2025-08-15 00:00:00,8/20(5/10入)，測17min,8/12接測,2025-08-11 00:00:00,2025-08-12 00:00:00,2025-08-07 00:00:00,,,,2025-07-25 00:00:00,,,,,,,false,,false,AY59,P13,EV-鍾若妤,Everi Games,93-F0107-0020,0,1100028216,10,2025-08-20 00:00:00,A1,,,X,,,,2025-05-16 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,6/17：71-03950-00Z0(20250828)M 6/27更新；51-67300-0A10-A0(20250811)L 拔工單,93N125080095,1100,C,,0,4000,Everi Games,4747949,Z040,0022.0056.EVBU42,false,false,,,,1,,8888-12-31 00:00:00,,,,,,,2025-05-10 00:00:00,,,,1328,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-07-29 00:00:00,08.93-P1400,2025-08-07 00:00:00,59N125060176,59-A1031-1110,"SP2-EHL-J6412,PCAP,12V,IO,S1",(G),ZREL,30,0,2025-07-28 00:00:00,2025-08-07 00:00:00,2025-08-13 00:00:00,8/20 FCST,8/11接測,2025-08-08 00:00:00,2025-08-11 00:00:00,2025-07-14 00:00:00,,,,2025-07-24 00:00:00,,,,,,,false,,false,AY59,P13,EV-鍾若妤,FCST,59-A1031-1110,0,FCST,0,2025-06-20 00:00:00,A1,,,X,,,,2025-03-24 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,,59N125060176,1100,,,0,,,4683375,Z040,0020.0050.EVBU03,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,,,,,1674,,,EDGE VIZ,
MO,59E1,Save,,0,0,2025-08-13 00:00:00,08.93-P1500-021E,2025-08-20 00:00:00,59E125010293,59-A1033-301E,"SP2-IMX8-Q, 2GB, 32GB,12V, Fujifilm",(EA),ZREL,15,0,,2025-08-20 00:00:00,2025-08-26 00:00:00,#8837-Agnes,,,,2025-08-19 00:00:00,,,EA不上線需求,,,,,,,,false,,false,AY59,P17,EV,FSRR-0004274,59-A1033-300E,0,SRR-EV,0,,A2,,,X,,,,2025-01-06 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,,,,59E125010293,1100,,,0,,,4574436,Z040,0020.0050.EVBU03,false,false,2025-05-12 00:00:00,,,1,,,,,,,,,,,,,0,,,EDGE VIZ,
MO,59E1,Save,,0,0,2025-08-30 00:00:00,08.93-P1500-021E-1,2025-09-02 00:00:00,59E125080135,59-A1033-301E,"SP2-IMX8-Q, 2GB, 32GB,12V, Fujifilm",(EA),ZREL,50,0,,2025-09-02 00:00:00,2025-09-05 00:00:00,1+N，,,,,2025-09-01 00:00:00,,,,,,,,,,,false,,false,AY59,P17,EV,ADLINK TECHNOLOGY JAPAN CORPORATION,93-P1500-021E,0,2210015576,10,2025-08-13 00:00:00,A2,,,X,,,,2025-06-24 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,,,,93E125080135,1100,C,,0,AD4100,ADLINK TECHNOLOGY JAPAN CORPORATION,4809283,Z040,0020.0050.EVBU03,false,false,,,,1,,2025-09-18 00:00:00,,,,,,,2025-06-23 00:00:00,,,,0,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-08-09 00:00:00,08.93-SH201-3010,2025-08-12 00:00:00,59N125050477,59-A2057-0030,Siemens ImagSys-Power Board,(*)(G),ZREL,80,0,2025-08-08 00:00:00,2025-08-12 00:00:00,2025-08-18 00:00:00,8/29，4連，測4min,8/14接測,2025-08-13 00:00:00,2025-08-14 00:00:00,2025-08-11 00:00:00,,,,,,,,,,,false,,false,AY59,P13,EV-鍾若妤,上海西门子医疗器械有限公司,93-SH201-1020,0,1100013299,160,,A3,,,X,,,,2025-04-29 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,,59N125050477,1100,C,,0,1263,上海西门子医疗器械有限公司,4736939,Z040,0021.0054.EVBU24,false,false,,,,1,,2025-08-08 00:00:00,,,,,,,2023-04-27 00:00:00,,,,261,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-08-12 00:00:00,08.93-SH201-3010,2025-08-08 00:00:00,59N125080150,59-7C003-1040,MXM-T1000,(G)(RCI).,ZREL,70,0,2025-08-11 00:00:00,2025-08-08 00:00:00,2025-08-13 00:00:00,8/29,8/11接測,2025-08-09 00:00:00,2025-08-11 00:00:00,2025-08-07 00:00:00,,,,2025-07-24 00:00:00,,,,,,,false,,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,59-7C003-1040,0,2210012118,10,2025-08-29 00:00:00,1A2,,,X,,,,2025-06-06 00:00:00,,Y,64-R0055-9710(20250811)L,73-74126-2KW0(20250811)L,,,,,,,,,M14,黃琇惠,,,,,6/24：NV持續pull in,59N125080150,1100,C,,0,AD7102,ADLINK Technology GmbH,4777446,Z040,0020.0051.EVBU04,false,false,,,,1,,2025-08-11 00:00:00,,,,,,,2024-08-09 00:00:00,,,,1082,,@1V@,EDGE VIZ,
MO,59N1,Save,,0,0,2025-08-13 00:00:00,08.93-SHT01-011E,2025-08-13 00:00:00,59N125080103,59-A2054-1010,Triton TUI Scaler Board w/0 ohm protect,(MD)(G),ZREL,24,0,2025-08-12 00:00:00,2025-08-13 00:00:00,2025-08-19 00:00:00,8/29，3連，測20min,8/15接測,2025-08-14 00:00:00,2025-08-15 00:00:00,2025-08-12 00:00:00,,,,,,,,,,,false,,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-SHT01-011E,2,2210011142,30,2025-08-29 00:00:00,A3,,,X,,,,2025-05-16 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,,93N125080103,1100,C,,0,AD7102,ADLINK Technology GmbH,4747984,Z040,0021.0054.EVBU28,false,false,,,,1,,2025-08-19 00:00:00,,,,,,,2024-04-18 00:00:00,,,,496,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-07-29 00:00:00,08.93-SHT01-102E,2025-08-04 00:00:00,59N125080043,59-A2055-0010,Triton CCP HDBaseT board,(MD)(G),ZREL,24,0,2025-07-28 00:00:00,2025-08-04 00:00:00,2025-08-07 00:00:00,8/15，3連，測20min,8/6接測,2025-08-05 00:00:00,2025-08-06 00:00:00,2025-08-01 00:00:00,,,,2025-07-28 00:00:00,,,,,,,false,,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-SHT01-102E,0,2210011143,30,2025-08-15 00:00:00,A3,,,X,,,,2025-04-24 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,6/11：60-A2055-F030(20260730)M 交期待確認；76-22990-30Z0(20251017)C03pull in,93E125080040,1100,C,,0,AD7102,ADLINK Technology GmbH,4721307,Z040,0021.0054.EVBU24,false,false,,,,1,,2025-08-08 00:00:00,,,,,,,2024-04-18 00:00:00,,,,702,,,EDGE VIZ,
MO,59T1,Save,,0,0,2025-07-29 00:00:00,08.93-SHT01-102E,2025-08-06 00:00:00,59T125080006,59-A2055-0010,Triton CCP HDBaseT board,(MD)(G),ZREL,3,0,,2025-08-06 00:00:00,2025-08-12 00:00:00,重測,,,,,,,,,,,,,,,false,,false,AY59,P13,EV-鍾若妤,,,2,,0,,A3,,,X,,,,2025-07-05 00:00:00,,,,,,,,,,,,,M14,黃琇惠,,,,,,,1100,,,0,,,4820861,Z040,0021.0054.EVBU24,false,false,,,,1,,,,,,,,,,,,,0,,,EDGE VIZ,
MO,59N1,Save,,0,0,2025-08-13 00:00:00,08.93-SHT02-0010,2025-08-18 00:00:00,59N125080104,59-A2052-0010,Triton S1 HTX w/ video output,(MD)(G),ZREL,40,0,2025-08-12 00:00:00,2025-08-18 00:00:00,2025-08-22 00:00:00,8/29， 測8min,8/20接測,2025-08-19 00:00:00,2025-08-20 00:00:00,2025-08-15 00:00:00,,,,,,,,,,,false,,false,AY59,P13,EV-鍾若妤,ADLINK Technology GmbH,93-SHT02-0010,0,2210014139,10,2025-08-29 00:00:00,A3,,,X,,,,2025-05-16 00:00:00,,Y,,,,,,,,,,,M14,黃琇惠,,,,,7/1：on going,93N125080104,1100,C,,0,AD7102,ADLINK Technology GmbH,4747965,Z040,0021.0054.EVBU24,false,false,,,,1,,2025-08-21 00:00:00,,,,,,,2025-02-25 00:00:00,,,,1909,,,EDGE VIZ,
MO,85N1,Save,,0,0,,08.M9022A-CFG001,2025-07-30 00:00:00,85N125080055,85-63512-0050Z,M9022A,(G)(RCM)Rev:A3,ZREL,27,0,2025-07-25 00:00:00,2025-07-30 00:00:00,2025-08-06 00:00:00,,,,,2025-07-08 00:00:00,,,,2025-07-02 00:00:00,Y,X,X,,,,true,H,false,AY85,P03,IST-王啟典,Keysight Tech. Singapore (Sales) Pt,AG-M9022A-CFG001,0,1100024525,10,2025-08-06 00:00:00,,,,X,,,,2025-05-02 00:00:00,,,,,,,,,,,,,M08,楊千儀,,,2025-07-07 00:00:00,,,91N125080055,1100,C,,0,2,Keysight Tech. Singapore (Sales) Pt,4731038,Z040,0011.0027.ISTS16,false,false,,,,1,,8888-12-31 00:00:00,,,,,,,2024-12-19 00:00:00,,,,0,,,IST,
MO,91N1,Save,,0,0,2025-08-04 00:00:00,08.M9022A-CFG001,2025-08-11 00:00:00,91N125080055,AG-M9022A-CFG001,M9022A-CFG001,(*)(G) Rev:A3,ZREL,27,0,2025-07-28 00:00:00,2025-08-11 00:00:00,2025-09-02 00:00:00,,,,,2025-08-06 00:00:00,,,,,,,,,,,true,H,false,AY91,P03,IST-王啟典,Keysight Tech. Singapore (Sales) Pt,AG-M9022A-CFG001,0,1100024525,10,2025-08-06 00:00:00,,,,X,,,,2025-05-02 00:00:00,,,,,,,,,,,,,M08,楊千儀,,,,,,91N125080055,1100,C,,0,2,Keysight Tech. Singapore (Sales) Pt,4730839,Z041,0011.0027.ISTS16,false,false,,,,1,,8888-12-31 00:00:00,,,,,@5D@,,2024-12-19 00:00:00,N,BU,,0,,,IST,
MO,85N1,Save,,0,0,2025-07-29 00:00:00,08.M9038-35501,2025-07-30 00:00:00,85N125080228,85-63646-0010,M9038-35501,(G) M.2 SSD with Carrier,ZREL,20,0,,2025-07-30 00:00:00,2025-08-06 00:00:00,,,,,2025-07-29 00:00:00,,,,2025-07-23 00:00:00,Y,,X,,,,true,H,false,AY85,P03,IST-王啟典,Keysight Tech. Singapore (Sales) Pt,AG-M9038-35501,0,1100029520,10,2025-08-27 00:00:00,,,,X,,,,2025-06-27 00:00:00,,,,,,,,,,,,,M08,楊千儀,,,2025-07-25 00:00:00,,,91N125080228,1100,C,,0,2,Keysight Tech. Singapore (Sales) Pt,4811542,Z040,0011.0027.ISTS16,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,2025-06-26 00:00:00,,,,0,,,IST,
MO,91N1,Save,,0,0,2025-08-02 00:00:00,08.M9038-35501,2025-08-07 00:00:00,91N125080228,AG-M9038-35501,M9038-35501,(G) M.2 SSD with Carrier,ZREL,20,0,2025-07-28 00:00:00,2025-08-07 00:00:00,2025-08-22 00:00:00,,,,,2025-08-06 00:00:00,,,,,,,,,,,true,H,false,AY91,P03,IST-王啟典,Keysight Tech. Singapore (Sales) Pt,AG-M9038-35501,0,1100029520,10,2025-08-27 00:00:00,,,,X,,,,2025-06-27 00:00:00,,,,,,,,,,,,,M08,楊千儀,,,,,,91N125080228,1100,C,,0,2,Keysight Tech. Singapore (Sales) Pt,4811541,Z040,0011.0027.ISTS16,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,2025-06-26 00:00:00,,,,0,,,IST,
MO,85N1,Save,,0,0,2025-08-08 00:00:00,08.M9038-60001-2,2025-08-07 00:00:00,85N125090170,85-63539-0040,M9038-60001,"(G)Core i7 9850HE, SSD 480GB, RAM 32GB",ZREL,18,0,2025-08-07 00:00:00,2025-08-07 00:00:00,2025-08-13 00:00:00,,,,,2025-08-07 00:00:00,,,,2025-07-23 00:00:00,,,,,,,true,H,false,AY85,P03,IST-王啟典,Keysight Tech. Singapore (Sales) Pt,AG-M9038-60001,0,1100024107,20,2025-10-20 00:00:00,,,,X,,,,2025-07-01 00:00:00,,,,,,,,,,,,,M08,楊千儀,,,,,07/23:GR+3問題,91N125100038,1100,C,,0,2,Keysight Tech. Singapore (Sales) Pt,4819427,Z040,0011.0027.ISTS16,false,false,,,,1,,2025-12-10 00:00:00,,,,,,,2024-12-04 00:00:00,,,,5,,,IST,
MO,91N1,Save,,0,0,2025-08-17 00:00:00,08.M9038-60001-2,2025-08-14 00:00:00,91N125090171,AG-M9038-60001,M9038-60001,"(G)Core i7 9850HE, SSD 480GB, RAM 32GB",ZREL,18,0,2025-08-13 00:00:00,2025-08-14 00:00:00,2025-08-15 00:00:00,,,,,2025-08-13 00:00:00,,,,,,,,,,,true,H,false,AY91,P03,IST-王啟典,Keysight Tech. Singapore (Sales) Pt,AG-M9038-60001,0,1100024107,20,2025-10-20 00:00:00,,,,X,,,,2025-07-01 00:00:00,,,,,,,,,,,,,M08,楊千儀,,,,,"07/07:OK,【開工日與料齊日7天內】",91N125100038,1100,C,,0,2,Keysight Tech. Singapore (Sales) Pt,4819428,Z041,0011.0027.ISTS16,false,false,,,,1,,2025-12-10 00:00:00,,,,,,,2024-12-04 00:00:00,N,BU,,0,,,IST,
MO,59N1,Save,,0,0,2025-08-15 00:00:00,08.M9044-66505,2025-08-15 00:00:00,59N125090222,59-63020-0010,Popeye USB3 Type-C,(G) Rev A1,ZREL,12,0,2025-08-14 00:00:00,2025-08-15 00:00:00,2025-08-20 00:00:00,,,2025-08-18 00:00:00,2025-08-18 00:00:00,2025-08-14 00:00:00,,,,,,,,,,,true,H,false,AY59,P03,IST-王啟典,Venture Electronics Services (Malay,AG-M9044-66505,0,1100029835,10,2025-09-09 00:00:00,A2,,,X,,,,2025-07-09 00:00:00,,Y,,,,,,,,,,,M08,楊千儀,,,,,,91N125090222,1100,C,,0,2033,Venture Electronics Services (Malay,4827896,Z040,0011.0027.ISTS16,false,false,,,,1,,2025-08-21 00:00:00,,,,,,,2025-07-08 00:00:00,,,,656,,,IST,
MO,91N1,Save,,0,0,2025-08-25 00:00:00,08.M9044-66505,2025-08-21 00:00:00,91N125090222,AG-M9044-66505,M9044-66505,(G) 4-port USB-C board,ZREL,10,0,2025-08-21 00:00:00,2025-08-21 00:00:00,2025-08-21 00:00:00,,,,,2025-08-20 00:00:00,,,,,,,,,,,true,H,false,AY91,P03,IST-王啟典,Venture Electronics Services (Malay,AG-M9044-66505,0,1100029835,10,2025-09-09 00:00:00,,,,X,,,,2025-07-09 00:00:00,,,,,,,,,,,,,M08,楊千儀,,,,,,91N125090222,1100,C,,0,2033,Venture Electronics Services (Malay,4827895,Z040,0011.0027.ISTS16,false,false,,,,1,,2025-08-21 00:00:00,,,,,,,2025-07-08 00:00:00,N,BU,,0,,,IST,
