Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
2025-08-19 00:00:00,,,91N125080223,91-95200-2010,THS-cKL-B,2025-08-25 00:00:00,,14,14,0,1.4,,2025-08-05 00:00:00,無卡,25.599999999999998,,
2025-08-19 00:00:00,,,91N125030079,AG-M9537A-CFG007,M9537A-CFG007,2025-08-26 00:00:00,,5,5,0,5,,2025-08-06 00:00:00,(8/13),31,85N125090312,85-7C005-400S
2025-08-19 00:00:00,,,91N125090312,91-7C005-400S,t1EGX-MXM-A2000-8G-60W/Adlink logo,2025-08-27 00:00:00,,1,1,0,1.4,,2025-08-06 00:00:00,(8/5),7.4,85N125090312,85-7C005-400S
2025-08-19 00:00:00,,,91N125080061,91-38902-1030,PXIe-9834,2025-08-27 00:00:00,,10,10,0,1.4,,2025-08-06 00:00:00,(8/1),20,85N125080061,85-38902-1030
2025-08-19 00:00:00,,,91N125080208,91-38008-B010,PXIe-3987-TL/16GB/SSD/GPIB,2025-08-27 00:00:00,,9,9,0,2,,2025-08-06 00:00:00,(8/1),24,85N125080208,85-38008-B010
2025-08-19 00:00:00,,,91N125060485,91-72512-3010,LEC-iMX8MP-Q-4G-32G-ER,2025-08-22 00:00:00,,70,70,0,1.4,,2025-08-18 00:00:00,(8/14),104,59N125060485,59-72512-3010
2025-08-19 00:00:00,,,91N125090223,91-48104-0080-10,CM1-BT1-E3815,2025-08-19 00:00:00,,16,16,0,2.1,,2025-08-14 00:00:00,(8/14),39.6,85N125090223,85-48104-0060
2025-08-19 00:00:00,,,91N125090064,91-95261-0310,R4600 GEN3 436 Rack Mount Kit,2025-08-20 00:00:00,,16,16,,9.9,,2025-08-18 00:00:00,無卡,164.4,,
2025-08-19 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-19 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-19 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-19 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-19 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-19 00:00:00,(二)  生產狀況,,,,638,,,人力：1840/2560(加班3時),4,當日總工時(min),1277,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,91N125070372,91-72307-6040,nanoX-EL-x6211E-4G,2025-08-20 00:00:00,,6,6,0,1.8,,2025-08-07 00:00:00,(8/15),16.8,59N125070372,59-72307-6050
2025-08-20 00:00:00,,,91N125070362,91-72215-1140,cExpress-KL-i5-7300U/SMD,2025-08-20 00:00:00,,100,100,0,1.6,,2025-08-07 00:00:00,(8/18),166,59N125070362,59-72215-1140
2025-08-20 00:00:00,,,91E125080116,91-66035-000E,Redflex Nirvana carrier board,2025-08-20 00:00:00,,10,10,0,1.4,,2025-08-11 00:00:00,(8/18),20,59E125080116,59-66035-00AE
2025-08-20 00:00:00,,,91N125080331,91-72128-4350,ASH-SL-i3-6100E/S4G/JRC-ETT,2025-08-20 00:00:00,,190,190,0,1.4,,2025-08-18 00:00:00,(8/18),272,85N125080330,85-72128-4350
2025-08-20 00:00:00,,,91N125090078,91-72517-1510,LEC-iMX8MM-Q-2G-32G-ER/TA,2025-09-03 00:00:00,,500,500,0,1.4,,2025-08-19 00:00:00,(8/15) 一箱100,706,59N125090078,59-72517-1510
2025-08-20 00:00:00,,,91N125090032,91-95186-1010,CMx-BTx-TM-10,2025-08-29 00:00:00,,500,500,0,1.4,,2025-08-15 00:00:00,無卡,706,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-20 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-20 00:00:00,(三)  生產狀況,,,,1306,,,人力：1840/2560(加班3時),4,當日總工時(min),1940.8,OVER,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-21 00:00:00,,,91N125070278,91-7C001-D010,MXM-RTX3000/Getec,2025-08-21 00:00:00,,120,120,0,1.4,,2025-08-07 00:00:00,(8/18),174,59N125070395,59-7C001-D030
2025-08-21 00:00:00,,,91N125010096,91-7C005-0010,EGX-MXM-A2000-4G-60W/Adlink logo,2025-08-21 00:00:00,,30,30,0,1.4,,2025-08-07 00:00:00,(8/18),48,59N125010096,59-7C005-0010
2025-08-21 00:00:00,,,91N125090222,AG-M9044-66505,M9044-66505,2025-08-21 00:00:00,,10,10,0,2,,2025-08-07 00:00:00,(8/18),26,59N125090222,59-63020-0010
2025-08-21 00:00:00,,,91N125090316,91-72307-L050,t1nanoX-EL-x6211E-8G,2025-08-26 00:00:00,,20,20,0,1.4,,2025-08-18 00:00:00,(8/18) 領AN54,34,59N125090316,59-72307-L060
2025-08-21 00:00:00,,,91N125090317,91-72307-L050,t1nanoX-EL-x6211E-8G,2025-08-26 00:00:00,,6,6,0,1.4,,2025-08-18 00:00:00,(8/18),14.399999999999999,59N125090317,59-72307-L060
2025-08-21 00:00:00,,,91N125060411,91-72138-630D,t2TL-W-11865MRE/2DIMM/S64G/cc/GOMA,2025-08-26 00:00:00,,10,10,0,2,,2025-08-18 00:00:00,(8/18),26,85N125060411,85-72138-630D
2025-08-21 00:00:00,,,91N125090042,91-7C003-0010,EGX-MXM-T1000/Adlink logo,2025-09-02 00:00:00,,401,401,0,1.4,,2025-08-18 00:00:00,(8/18),567.4,59N125090049,59-7C003-0050
2025-08-21 00:00:00,,,91N125050543,91-72138-4060,Express-TL-W-11865MRE,2025-08-27 00:00:00,,12,12,0,1.4,,2025-08-18 00:00:00,(8/18),22.799999999999997,59N125050543,59-72138-4070
2025-08-21 00:00:00,,,91N125070297,91-77107-2010,Starterkit-COM Express BASE6 R3.1,2025-08-28 00:00:00,,6,6,0,4.1,,2025-08-18 00:00:00,(8/18),30.599999999999998,59N125070296,59-77107-0020
2025-08-21 00:00:00,,,91N125070337,91-31128-0830,cPCI-3520L-HT/8400H/M8G,2025-08-22 00:00:00,,8,8,0,5,,2025-08-18 00:00:00,(8/18),46,85N125070337,85-31128-0830
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-21 00:00:00,,,91N125090040,91-63307-0030,EE-2306AD,2025-09-26 00:00:00,,75,75,0,5,,2025-08-06 00:00:00,(8/8),381,59N125090040,59-63307-0030
2025-08-21 00:00:00,,,91N125090058,AG-M9049A-CFG001,M9049A-CFG001,2025-09-29 00:00:00,,14,14,0,10,AN31*1+要減量,2025-08-06 00:00:00,(8/6),146,59N125090058,59-63304-0040
2025-08-21 00:00:00,,,91N125080247,91-95177-0010,HTS-SL-B,2025-08-26 00:00:00,,26,26,0,1.8,,2025-08-20 00:00:00,無卡,52.800000000000004,,
2025-08-21 00:00:00,,,91N125090098,91-48104-040S,CM1-BT1-E3815-M4G-ETT-GO,2025-08-29 00:00:00,,100,100,0,2,,2025-08-18 00:00:00,(8/16),206,85N125090099,85-48104-040S
2025-08-21 00:00:00,,,91N125060348,91-48105-005S,CM4-SL2-6102E-8G-8G-ETT,2025-08-22 00:00:00,,14,14,0,2.1,,2025-08-18 00:00:00,(8/18),35.400000000000006,85N125060348,85-48105-005S
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-21 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-21 00:00:00,(四)    生產狀況,,,,852,,,人力：1840/2560(加班3時),4,當日總工時(min),1858.3999999999999,OVER,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-22 00:00:00,,,91N125090030,91-65320-001D,"cPCI-ETA3525/9850HE/M16/S128,ETT,CC",2025-08-22 00:00:00,,10,10,0,2,,2025-08-18 00:00:00,(8/19),26,85N125090030,85-65320-001D
2025-08-22 00:00:00,,,91N125080196,91-31122-0640,cPCI-3620/E3845/M4G/S32,2025-08-22 00:00:00,,15,15,0,2.1,,2025-08-18 00:00:00,(8/20),37.5,85N125080196,85-31122-0650
2025-08-22 00:00:00,,,91N125040226,91-72138-2060,Express-TL-i7-11850HE,2025-09-02 00:00:00,,40,40,0,1.4,,2025-08-18 00:00:00,(8/18),62,59R125080002,59-72138-2070
2025-08-22 00:00:00,,,91N125090287,91-72517-1510,LEC-iMX8MM-Q-2G-32G-ER/TA,2025-09-03 00:00:00,,500,500,0,1.4,,2025-08-19 00:00:00,(8/19) 一箱100,706,59N125090078,59-72517-1510
2025-08-22 00:00:00,,,91N125080185,91-72213-1260,cExpress-SL-i5-6300U/SMD,2025-08-25 00:00:00,,100,100,0,1.4,,2025-08-18 00:00:00,(8/19),146,59N125080185,59-72213-1260
2025-08-22 00:00:00,,,91N125070365,91-72221-4010,cExpress-MTL-125H,2025-08-26 00:00:00,,6,6,0,1.4,,2025-08-18 00:00:00,(8/19),14.399999999999999,59N125070365,59-72221-4010
2025-08-22 00:00:00,,,91N125080290,91-A1033-2010,"SP2-IMX8-Q, 4GB, 32GB, 12-24V, WT1",2025-09-02 00:00:00,,1,1,,1.4,OK,2025-08-20 00:00:00,料+卡OK,7.4,59-A1033-2010,
2025-08-22 00:00:00,,,91N125090292,91-95334-6010,THSH-ADP-BT,2025-09-02 00:00:00,,6,6,,1.4,,2025-08-05 00:00:00,無卡,14.399999999999999,,
2025-08-22 00:00:00,,,91N125100034,91-95191-4010,THSH-cAL-B-I,2025-09-02 00:00:00,,18,18,,1.4,,2025-08-05 00:00:00,無卡,31.2,,
2025-08-22 00:00:00,,,91N125090294,91-95151-2020,THS-eBT-BL,2025-09-09 00:00:00,,2,2,,1.8,,2025-08-05 00:00:00,無卡,9.6,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-22 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-22 00:00:00,(五)    生產狀況,,,,698,,,人力：1840/2560(加班3時),4,當日總工時(min),1102.4999999999998,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-23 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-23 00:00:00,(六)    生產狀況,,,,0,,,人力：1840/2560(加班3時),4,當日總工時(min),54,NOT ENOUGH,
,,,,,,,,總數量,4890,,,,4,,8720.6,,
,,,,,,,,,,,,,,,,,
,,,,,,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,移除排程,,,,,,,,,,,,,,
