Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-25 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-25 00:00:00,(一)  生產狀況,,,,404,,,人力：1840/2560(加班3時),4,當日總工時(min),775.6,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-26 00:00:00,,,91N125070209,91-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,2025-08-26 00:00:00,,70,70,0,2,,2025-07-18 00:00:00,(8/22),146,85N125070209,85-7C004-201S
2025-08-26 00:00:00,,,91N125080215,91-31122-239D,"cPCI-3620TSM/E3845/M4G/S40,ETT,CC",2025-08-26 00:00:00,,29,29,0,1.4,,2025-08-15 00:00:00,(8/21),46.599999999999994,85N125080215,85-31122-239D
2025-08-26 00:00:00,,,91N125090198,91-7C006-1300,MXM-A500-4G-40W/Getac,2025-09-09 00:00:00,,220,220,0,1.4,,2025-08-18 00:00:00,(8/21),314,59N125090197,59-7C006-1300
2025-08-26 00:00:00,,,91E125090029,91-79030-002E,Aristocrat Gen10 Backplane,2025-09-02 00:00:00,,480,480,0,1.4,,2025-08-21 00:00:00,(8/25) 一箱30,678,55E125090021,55-79030-004E
2025-08-26 00:00:00,,,91N125110049,91-72217-2210,cExpress-EL-x6211E/TPM2.0/US,2025-09-02 00:00:00,,8,8,0,1.4,,2025-08-18 00:00:00,(8/21),17.2,91N125080212,91-72216-0080
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-26 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-26 00:00:00,(二)  生產狀況,,,,807,,,人力：1840/2560(加班3時),4,當日總工時(min),1249.8,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,91E125080130,58-99558-100E,simple pack for CSA-7211 MB C627,2025-08-27 00:00:00,,11,11,0,5,,2025-08-18 00:00:00,(8/22),61,59E125080130,59-65531-106E
2025-08-27 00:00:00,,,91N125070331,91-72137-9200,Express-ID7-D-1713NT/M16G/OpenText,2025-09-02 00:00:00,,180,180,0,1.4,,2025-08-18 00:00:00,(8/21),258,59N125070331,59-72137-9200
2025-08-27 00:00:00,,,91N125070244,91-31128-0J10,cPCI-3520LNA/2276ML/M16/1TB/MS1TB,2025-08-29 00:00:00,,2,2,0,2,,2025-08-06 00:00:00,(8/22),10,85N125070244,85-31128-0J10
2025-08-27 00:00:00,,,91N125090319,91-72138-3270,ASH-Express-TL-i5-11500HE/S32G/SSM,2025-09-02 00:00:00,,140,140,0,1.4,,2025-08-19 00:00:00,(8/22),202,85N125080329,85-72138-3250
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-27 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-27 00:00:00,(三)  生產狀況,,,,333,,,人力：1840/2560(加班3時),4,當日總工時(min),597,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,91E125090031,91-79030-002E,Aristocrat Gen10 Backplane,2025-09-08 00:00:00,,450,450,0,1.4,,2025-08-21 00:00:00,(8/27) 一箱30,636,55E125090021,55-79030-004E
2025-08-28 00:00:00,,,91E125100033,91-67003-001E,AmITX-RL-G-Konami,2025-09-02 00:00:00,,10,10,0,1.4,,2025-08-18 00:00:00,(8/25),20,85E125100033,85-67003-001E
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-28 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-28 00:00:00,(四)    生產狀況,,,,460,,,人力：1840/2560(加班3時),4,當日總工時(min),710,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,91E125080199,91-72307-L31S,t2nanoX-EL-x6211E-8G-32G/BEL,2025-09-01 00:00:00,,10,10,0,1.4,,2025-08-18 00:00:00,(8/26),20,85E125080199,85-72307-L31S
2025-08-29 00:00:00,,,91N125090146,91-72128-1080,Express-SL-i7-6822EQ,2025-09-04 00:00:00,,100,100,0,1.4,,2025-08-25 00:00:00,(8/26),146,59N125090146,59-72128-10A0
2025-08-29 00:00:00,,,91N125090107,91-72217-0220,cExpress-EL-x6425E/S4G/GL,2025-09-23 00:00:00,,50,50,0,1.4,,2025-08-28 00:00:00,(8/26),76,59N125090107,59-72217-0220
2025-08-29 00:00:00,,,91N125100014,91-18903-0020,PCIe-8638,2025-09-19 00:00:00,,20,20,0,1.4,,2025-08-28 00:00:00,(8/26),34,59N125100013,59-18903-0030
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-29 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-29 00:00:00,(五)    生產狀況,,,,180,,,人力：1840/2560(加班3時),4,當日總工時(min),336,NOT ENOUGH,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
2025-08-30 00:00:00,,,,,,,,,,,,,,,6,,
,,,,2025-08-30 00:00:00,(六)    生產狀況,,,,0,,,人力：1840/2560(加班3時),4,當日總工時(min),54,NOT ENOUGH,
,,,,,,,,總數量,2184,,,,4,,3722.4,,
,,,,,,,,,,,,,,,,,
,,,,,,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,移除排程,,,,,,,,,,,,,,
2025-08-27 00:00:00,,,91N125050489,91-72130-6080-10,Express-KLE-E3-1505L v6,2025-09-15 00:00:00,,1,1,0,1.4,7/24 Karen通知移除,2025-08-18 00:00:00,(8/22),7.4,59N125050489,59-72130-6090
