Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
91E1-,91E123070041,91-72307-L20S,t2nanoX-EL-x6211E-8G-32G/COMET,1000,0,0,0,20230914,20230928,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","2023/07/12,ETT製程，開單暫延",X,,2307.91-72307-L20S-1,P14,PAC
91E1-,91E123070042,91-72307-L20S,t2nanoX-EL-x6211E-8G-32G/COMET,1000,0,0,0,20230705,20231031,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET",,X,,07.91-72307-L20S,P14,PAC
91E1-,91E123070043,91-72307-L20S,t2nanoX-EL-x6211E-8G-32G/COMET,1100,0,0,0,20230914,20230928,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","2023/07/12,ETT製程，開單暫延",X,,2307.91-72307-L20S-2,P14,PAC
91E1-,91E123070044,91-72307-L20S,t2nanoX-EL-x6211E-8G-32G/COMET,850,0,0,0,20230926,20231031,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","2023/07/12,ETT製程，開單暫延",X,,2307.91-72307-L20S-3,P14,PAC
91E1-,91E123070045,91-72307-L20S,t2nanoX-EL-x6211E-8G-32G/COMET,50,0,0,0,20230419,20230831,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","2023/07/12,ETT製程，開單暫延",X,,2307.91-72307-L20S-1,P14,PAC
91E1-,91E123070046,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,50,0,50,0,20230425,20230428,20230425,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",,,2307.91-72307-L21S-1,P14,PAC
91E1-,91E123070047,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,200,0,200,199,20230502,20230510,20230502,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",,,2307.91-72307-L21S-2,P14,PAC
91E1-,91E123070048,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,200,0,0,0,20230523,20230724,,,REL PRC SETC DLFL MANC,,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",X,,2307.91-72307-L21S-3,P14,PAC
91E1-,91E123070049,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,200,0,0,0,20230621,20230724,,,REL PRC SETC DLFL MANC,,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",X,,2307.91-72307-L21S-40,P14,PAC
91E1-,91E123070052,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,200,0,200,0,20230706,20230712,20230706,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",,,2307.91-72307-L21S-22,P14,PAC
91E1-,91E123070060,91-65723-103E,FPM-7630E FORTINET PROCESSOR MODULE,10,0,10,8,20230615,20230717,20230615,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,(EA)(EOL),FPM-7630E FORTINET PROCESSOR MODULE,DEV-0047143,,,2307.FPM-7630E,P16,PAC
,,,,,,,,,,,,,,,,"Blade, FPM-7630E, 1U UTM computing blade, managing dataflow between I/O blades",,,,,,
91E1-,91E123070063,91-65731-009E,FIM-7920E 100G IO Module,21,0,21,19,20230713,20230815,20230713,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,(EA)(EOL),FIM-7920E 100G IO Module,DEV-0047336,,,2307.FIM-7920E,P16,PAC
,,,,,,,,,,,,,,,,"Blade, FIM-7920E, 1U UTM I/O blade, featuring 4x 100G QSFP28 ports",,,,,,
91E1-,91E123070064,91-65723-103E,FPM-7630E FORTINET PROCESSOR MODULE,10,0,10,9,20230614,20230620,20230614,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(EA)(EOL),FPM-7630E FORTINET PROCESSOR MODULE,DEV-0046169,,,2307.FPM-7630E,P16,PAC
,,,,,,,,,,,,,,,,"Blade, FPM-7630E, 1U UTM computing blade, managing dataflow between I/O blades",,,,,,
91E1-,91E123070083,91-7C007-001E,EGX-TBT-A500,500,0,0,0,20230615,20230928,,,REL PRC SETC DLFL MANC,,0,(EA)eGPU with NVidia® RTX A500 Thunderbolt 3.0,"eGPU with NVidia® Quadro™ RTX A500 Embedded Graphics, GA107, 4GB GDDR6, Thunderbolt 3.0, 113mmx70mmx25mm","[FCST急單,7月*500]",X,,2307.91-7C007-001E,P17,PAC
91E1-,91E123070084,91-19701-000E,EMU-200,25,0,25,0,20230529,20230530,20230529,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,"(EA)w/o Web Console; w/o WiFi, ARM CPU, 32G eMMC,1",Next gen protocol gateway with ARM Cortex A9 CPU and flexibility to expand LTE modules via M.2. With,"DEV-0046983,2023/07/03，85-19701-000E",,,07.91-19701-000E,P15,PAC
91E1-,91E123070085,91-19701-000E,EMU-200,90,0,0,0,20230626,20230828,,,REL PRC SETC DLFL MANC,,0,"(EA)w/o Web Console; w/o WiFi, ARM CPU, 32G eMMC,1",Next gen protocol gateway with ARM Cortex A9 CPU and flexibility to expand LTE modules via M.2. With,2023/07/03，85-19701-000E,X,,07.91-19701-000E-1,P15,PAC
91E1-,91E123070086,91-95348-000E,Quectel EM05-E Kit,5,0,0,0,20230609,20230710,,,REL PRC SETC DLFL MANC,,0,(STOP)(EA),Quectel EM05-E RF Module(For Europe/Australia/Taiwan) + RF Cable+ Mechanical+ Thermal,"PD,Q2,2023/07/11",X,,07.91-95348-000E,P15,PAC
91E1-,91E123070095,91-19701-000E,EMU-200,20,0,0,0,20230508,20230630,,,REL PRC SETC DLFL MANC,,0,"(EA)w/o Web Console; w/o WiFi, ARM CPU, 32G eMMC,1",Next gen protocol gateway with ARM Cortex A9 CPU and flexibility to expand LTE modules via M.2. With,2023/07/03，85-19701-000E,X,,07.91-19701-000E-1,P15,PAC
91E1-,91E123070096,91-95348-000E,Quectel EM05-E Kit,25,0,25,0,20230504,20230511,20230504,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(STOP)(EA),Quectel EM05-E RF Module(For Europe/Australia/Taiwan) + RF Cable+ Mechanical+ Thermal,"PD,Q2,2023/07/11,(4/19 PCC-Elsa要求合併成一個工單25pcs)",,,07.91-95348-000E,P15,PAC
91E1-,91E123070102,91-E0037-000E,C120UAA01.1,50,0,0,0,20230707,20230717,,,REL PRC SETC DLFL MANC,,0,(AUTO)(EA)(RCM)PCB:A1,AUO C120UAA01.1,[AMS_C120] 7/B*50,X,,2307.91-E0037-000E,P11,PAC
91E1-,91E123070108,91-E0037-000E,C120UAA01.1,308,0,308,288,20230814,20230823,20230814,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(AUTO)(EA)(RCM)PCB:A1,AUO C120UAA01.1,[3F一單到底][8pcs buffer][AMS_C120] 8/M*300,,,2308.91-E0037-000E,P11,PAC
91E1-,91E123070119,58-99558-100E,simple pack for CSA-7211 MB C627,2,0,0,0,20230704,20231005,,,REL PRC SETC DLFL MANC,,0,(*)(EA),simple pack for CSA-7211 MB C627,58-99558-000E改量,X,,2307.58-99558-100E,P16,PAC
91E1-,91E123070130,91-77A07-412E,I-Pi LEC-EL-6425E-4G-64G/US,5,0,5,0,20230603,20230609,20230603,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(EA)(RCI)REV:,"I-Pi SMARC Plus X Prototype Kit for AIOT with LEC-EL-6425E-4G-64G-CT, low profile heatsink and HDA ALC888 Audio (US 110/220V to 19V Adapter)","#8882,2210008140-000010*1+FCST*7",,,2307.91-77A07-412E,P14,PAC
91E1-,91E123070132,91-72513-P10E,LEC-EL-6425RE-8G-64G-TPM-CT/DS,20,0,20,0,20230704,20230710,20230704,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,(STOP)REV:A2,"SMARC 2.1 Short Size Module with quad Core Intel Elkhart Lake x6425RE, 8 GB LPDDR4, 64 GB eMMC, 0°C to 60°C, with TPM function (DS Automotion)",#8882,,,2307.91-72513-P10E,P14,PAC
91E1-,91E123070147,91-7A106-316E,AMSTX-CFP35-Q370-AMP/MM SYS,105,0,0,0,20230823,20230922,,,REL PRC SETC DLFL MANC,,0,(*)(EA)AMSTX Embedded Motherboard,"Intel 8th/9th Gen Core i7/i5/i3 LGA 1151 Desktop Processor with Q370 Chipset, for MXM RTX3000 support, with M.2 E/B/M key, with PCIex4 edge connector, vertical power connector, customized to Minnetronix Medical","#8400,85-7A106-317E",X,,2307.91-7A106-316E,P14,PAC
91E1-,91E123070150,91-77A07-2C0E,I-Pi LEC-MTK-I1200-4G-64G/EU,10,0,10,0,20230522,20230524,20230522,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(STOP)(EA),"I-Pi SMARC Plus Prototype Kit for AIOT and robotics with LEC-MTK-I1200-4G-32G-BW-CT, low profile heatsink and i2s WM890 Audio (EU 110/220V to 19V Adapter, USB debug cable)","#8882,85-77A07-2B0E(85E123100008)",,,2310.91-77A07-2B0E,P14,PAC
91E1-,91E123070151,91-72513-701E,LEC-EL-6413E-4G-32G-ER,100,0,100,99,20230722,20230725,20230722,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(STOP)(EA)REV:A2,"SMARC 2.1 Short Size Module with quad Core Intel Elkhart Lake x6413E, 4 GB LPDDR4, 32 GB eMMC, - 40°C to 85°C","#8882,2023/07/27",,,2307.91-72513-701E,P14,PAC
91E1-,91E123070152,90-20047-1820,PCIe-PXIe-8640/2M–T,10,0,10,9,20230726,20230727,20230726,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,"(*)(EA)Gen3 PCIe x8 2 meter,Teradyne","PCIe-PXIe-8640/2M –TPXIe remote controller for PCe-to-PXIe cable extension, Gen3, 2 meter, Teradyne","#8010,91-63529-002E+91-18903-0020(STK)",,,2307.90-20047-1820,P15,PAC
91E1-,91E123070153,91-63529-002E,P831,10,0,10,7,20230724,20230727,20230724,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,"(STOP)(EA) PXIe-8640, Teradyne",P831,"#8010,85-63529-002E",,,2307.90-20047-1820,P15,PAC
,,,,,,,,,,,,,,,,"PXIe remote controller for PCe-to-PXIe cable extension, Teradyne",,,,,,
91E1-,91E123070154,91-72135-630E,Express-CFR-E-2254ML/TPM2.0/CWC,238,0,0,0,20230615,20230901,,,REL PRC SETC DLFL MANC,,0,(STOP)(EA)Rev:,"Description: Express-CFR-E-2254ML Basic size type 6 COM Express module with 9th Intel Xeon E-2254ML quad core processor at 1.7/3.5GHz with CM246 chipset, 3 SO-DIMM with ECC/non-ECC support, TPM 2.0, for Curtiss Wright","PD,Q2,#8585,收單2023/3/1",X,,2307.91-72135-630E,P14,PAC
91E1-,91E123070155,91-72218-420E,t1cExpress-TL-i7-1185GRE/TPM2.0,10,0,10,0,20230724,20230726,20230724,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(EA)Rev:,"Compact COM Express Type 6 module with 11th Intel Core i7-1185GRE quad core at 2.8GHz/4.4GHz, with Intel Iris Xe graphics, w/ TPM 2.0","#8585,2023/07/27",,,2307.91-72218-420E,P14,PAC
91E1-,91E123070156,91-72307-900E,nanoX-EL-x6413E-4G-32GB,1,0,0,0,20230717,20230901,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6413E, 4GB LPDDR4, 32GB EMMC","#8005, 收單:2023/03/01",X,,2307.91-72307-900E,P14,PAC
91E1-,91E123070159,91-72307-901E,nanoX-EL-x6413E-4G-32GB,1,0,1,0,20230626,20230627,20230626,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(STOP)(EA),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6413E, 4GB LPDDR4, 32GB EMMC","PD,Q2,#8005, 收單:2023/03/01",,,2307.91-72307-901E,XXX,PAC
91E1-,91E123070163,91-72135-630E,Express-CFR-E-2254ML/TPM2.0/CWC,118,0,0,0,20230707,20230901,,,REL PRC SETC DLFL MANC,,0,(STOP)(EA)Rev:,"Description: Express-CFR-E-2254ML Basic size type 6 COM Express module with 9th Intel Xeon E-2254ML quad core processor at 1.7/3.5GHz with CM246 chipset, 3 SO-DIMM with ECC/non-ECC support, TPM 2.0, for Curtiss Wright","#8585,收單2023/3/1",X,,2307.91-72135-630E-1,P14,PAC
91E1-,91E123070179,91-31129-180D,"VPX3-TL/W-11865MRE/M32/S1T/P16-R2,ETT,CC",2,0,0,0,20230510,20230530,,,REL PRC SETC DLFL MANC,,0,(EA)A1,"3U VPX CPU blade with Intel Xeon W-11865MRE, DDR4 32GB, without XMC slot, conformal coating & ETT, -40°C to +85°C, conduction-cooled, with 1TB NVMe preinstalled",,X,,2305.91-31129-180D,P16,PAC
91E1-,91E123070182,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,250,0,0,0,20230626,20230724,,,REL PRC SETC DLFL MANC,,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",X,,2307.91-72307-L21S-41,P14,PAC
91E1-,91E123070183,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,250,0,0,0,20230707,20230724,,,REL PRC SETC DLFL MANC,,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",X,,2307.91-72307-L21S-42,P14,PAC
91E1-,91E123070184,91-72307-L21S,t2nanoX-EL-x6211E-8G-32G/COMET,250,0,0,0,20230707,20230724,,,REL PRC SETC DLFL MANC,,0,(G),"Mini COM Express Type 10 module with Intel Elkhart Lake Atom x6211E, 8GB LPDDR4, 32GB EMMC, ETT for COMET","DCN-056890,ETT製程",X,,2307.91-72307-L21S-43,P14,PAC
91E1-,91E123070194,91-31129-180D,"VPX3-TL/W-11865MRE/M32/S1T/P16-R2,ETT,CC",2,0,2,0,20230530,20230531,20230530,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(EA)A1,"3U VPX CPU blade with Intel Xeon W-11865MRE, DDR4 32GB, without XMC slot, conformal coating & ETT, -40°C to +85°C, conduction-cooled, with 1TB NVMe preinstalled","DEV-0046819,[Ivy 確認是否進碼]",,,2306.91-31129-180D,P16,PAC
91E1-,91E123070196,91-72518-000E,LEC-RB5N-8G-128G-BW-R,50,0,0,0,20230803,20231027,,,REL PRC SETC DLFL MANC,,0,(STOP)(EA)REV:,"SMARC 2.1 Short Size Module with Octo core QRB5165, 8 GB LPDDR5, 128 GB UFS, Wifi and BT, -20°C to 70°C",#8882,X,,2307.91-72518-000E,P14,PAC
91E1-,91E123070197,91-77107-300E,I-Express-RLP-i3-13300HRE-Kit- MXM-A370M,20,0,0,0,20230812,20231006,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI)REV:A1,"COM Express Type 6 Prototype Kit with Express-RLP-i3-13300HRE, Express-BASE6 R3.1 carrier, MXM-AXe-A370M, necessary thermal solution and parts for enabling","#8585,59-79013-0010(59N123030764)+59-79301-0010(59N123030769)+59-77107-002E+59-74000-001E+59-7C201-010E(59E123070067)",X,,2307.91-77107-300E-1,XXX,PAC
91E1-,91E123070200,91-31426-053E,cPCI-6540/9850HL/M8-0,82,0,0,0,20230712,20230830,,,REL PRC SETC DLFL MANC,,0,(STOP)(EA)A2,"4HP cPCI-6540 with Intel® Core™ i7-9850HL and 8GB, DDR4-2666 soldered memory with 2x GbE, 2x USB 3.0, 1x RJ-45 COM and single PMC/XMC site",59-37571-0010,X,,2307.91-31426-053E,P16,PAC
91E1-,91E123070223,91-72501-4040,LEC-iMX62-1G-4G-ER,485,0,485,483,20230711,20230724,20230711,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(G)(RCM)Rev:A7,LEC-iMX62-1G-4G-ER,,,,2307.91-72501-4040,P14,PAC
,,,,,,,,,,,,,,,,"SMARC Short Size Module with NXP i.MX6, Dual, 1 GB RAM, 4 GB eMMC, -40°C to +85°C",,,,,,
91E1-,91E123070226,91-A9000-000E,GM-LEDBD,77,0,77,0,20230715,20230731,20230715,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(EA)(RW),"NUC1262NE4AE MCU, 1x UART, 1x USB, 1x I2C, 4x 1-wire, supply 12V and 5V",#8874,,,2307.91-A9000-000E,P17,PAC
91E1-,91E123070227,91-77105-600E,Starterkit-COMe 7 PLUS-CEI 4x10G Copper,10,0,0,0,20230807,20231004,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI).,"COM Express formfactor starterkit with Express-BASE7 carrier, CEI-4x10GBASE-T Card, power supply and accessory (order COM Express module, memory and thermal solution separately)","#8585,85-77105-700E+85-79022-010E+59-79013-0010(59N123030764)+59-79301-0010(59N123030769)",X,,2307.91-77105-600E,P14,PAC
91E1-,91E123070231,91-72210-3230,ASH-cBT2-E3825/S2G/NEC,150,0,150,100,20230915,20231025,20230915,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,(*)(G)Rev:B3,"Assembly of cExpress-BT2-E3825 with 1pcs of DDR3L 1600 204P 2GB and HTS-cBT-B,custom BIOS",#8585,,,2307.91-72210-3230,P14,PAC
91E1-,91E123070248,91-72513-J01E,LEC-EL-6425RE-4G-64G-ER,6,0,6,0,20230628,20230628,20230628,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(STOP)(EA)REV:A2,"SMARC 2.1 Short Size Module with quad Core Intel Elkhart Lake x6425RE, 4 GB LPDDR4, 64 GB eMMC, - 40°C to 85°C","DEV-0046296,#8882,",,,2307.91-72513-J01E,P14,PAC
91E1-,91E123070260,91-31131-100E,cPCI-3640/6413E/M32G/S40,9,0,9,0,20230803,20231020,20230803,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(STOP)(EA)A1,"3U 4HP cPCI-3640 with Intel Atom x6413E processor and 32GB DDR4 with RJ45 GbEx2 ,USB3.0X1, VGA, 40GB iSLC SSD, w/ J1,J2","#8573,85-31131-100E",,,2307.91-31131-100E,P16,PAC
91E1-,91E123070261,91-31131-110E,cPCI-3640T/6413E/M32G/S40,20,0,20,17,20230803,20230928,20230803,,PCNF DLV PRC SETC CLSD VCAL RESA GMPS MANC,X,0,(STOP)(EA)A1,"3U 8HP cPCI-3640T with Intel Atom x6413E processor and 32GB DDR4 with RJ45 GbEx2 ,M12 GbEx2, DB-9 COM, USB3.0X1, VGA, 40GB iSLC SSD, w/ J1,J2","#8573,85-31131-110E",,,SRR07.91-31131-110E,P16,PAC
91E1-,91E123070262,91-7C007-100E,EGX-TBT-A500-P,187,0,0,0,20230710,20230728,,,REL PRC SETC DLFL MANC,,0,(EA)eGPU NVidia® RTX A500 Thunderbolt 3.0 w. cable,"eGPU with NVidia® Quadro™ RTX A500 Embedded Graphics, GA107, 4GB GDDR6, Thunderbolt 3.0, 113mmx70mmx25mm, Sumitomo_DC-010152","[FCST急單,5月*200]",X,,2305.91-7C007-100E-1,P17,PAC
91E1-,91E123070268,91-72513-801E,LEC-EL-6211E-2G-32G-CT,3,0,3,0,20230717,20230718,20230717,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(STOP)(EA)REV:A2,"SMARC 2.1 Short Size Module with dual Core Intel Elkhart Lake x6211E, 2 GB LPDDR4, 32 GB eMMC, 0°C to 60°C","PD,#8882",,,2307.91-72513-801E,P14,PAC
91E1-,91E123070278,91-72513-K10E,LEC-EL-6425RE-16G-64G-TPM-ER/PL,250,0,250,249,20230811,20230828,20230811,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(EA)REV:,"SMARC 2.1 Short Size Module with quad Core Intel Elkhart Lake x6425RE, 16 GB LPDDR4, 64 GB eMMC, TPM, - 40°C to 85°C for Parry Labs",#8882[客需延後至8月],,,2306.91-72513-K10E,P14,PAC
91E1-,91E123070281,91-A9000-000E,GM-LEDBD,3,0,3,0,20230707,20230726,20230707,,PCNF DLV PRC SETC CLSD VCAL GMPS MANC,X,0,(EA)(RW),"NUC1262NE4AE MCU, 1x UART, 1x USB, 1x I2C, 4x 1-wire, supply 12V and 5V",[use RY05材料]#8874,,,2307.91-A9000-000E,P17,PAC
91E1-,91E123070293,91-77522-100E,ASH-CECAR-ARIS-CF-i3-8100H,18,0,0,0,20230717,20230925,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI)REV:A1,"Assembly of ARIS carrier board and Express-CF-i3-8100H, DDR4 8GB 2pcs for Aristocrat G10","#8585,85-77522-100E (85E123030278)",X,,2307.91-77522-100E,P14,PAC
91E1-,91E123070301,91-32310-000D,"VPX3-TL-RL1,ETT,CC",20,0,0,0,20230727,20231031,,,REL PRC SETC DLFL MANC,,0,(EA)(RCI)A1,"VPX3-TL-RTM L1 board, VITA standard: 46.0, 46.10","[掃貨]#8920,",X,,2307.91-32310-000D,P16,PAC
,,,,,,,,,,,,,,,,", Support SOSA aligned SBC, air cooled only, with coating & ETT, -40 to +70˚C",,,,,,
91E1-,91E123070302,91-33326-101D,tBP-VPX3-TL/2xP4,3,0,0,0,20250711,20250925,,,REL PRC SETC MANC,,0,(EA)A1,"tBP-VPX3-TL, 2x PCIe x4, with coating & ETT, -40 to +85˚C","[掃貨]#8920,",,,2307.91-33326-101D,P16,PAC
91E1-,91E123070303,91-33326-001D,tBP-VPX3-TL/XMC,3,0,0,0,20250506,20250725,,,REL PRC SETC DLFL MANC,,0,(EA)A1,"tBP-VPX3-TL, XMC, with coating & ETT, -40 to +85˚C","[掃貨]#8920,",X,,2307.91-33326-001D,P16,PAC
91E1-,91E123070314,91-7C006-100E,EGX-MXM-A500-4G-40W/Adlink logo,40,0,0,0,20231211,20240226,,,REL PRC SETC DLFL MANC,,0,"(STOP)(EA)NV RTX A500 MXM,GA107,GDDR6 4GB,40W","NVidia® RTX A500 Embedded Graphics, MXM 3.1 type A, 82 x 70mm, TGP40W, 4GB GDDR6, PCIe x4 GEN4",[原2023/Q1]FCST-04,X,,2304.91-7C006-100E,P17,PAC
91E1-,91E123070315,91-7C006-110E,MXM-A500-4G-40W,40,0,0,0,20231211,20240226,,,REL PRC SETC DLFL MANC,,0,"(STOP)(EA)NV RTX A500 MXM,GA107,GDDR6 4GB","NVidia RTX A500 Embedded Graphics, MXM 3.1 type A, 82 x 70mm, PCIe x4 GEN4, TGP40W, 4GB GDDR6",[原2023/Q1]FCST-04,X,,2304.91-7C006-110E,P17,PAC
