第25週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
2025-06-20 00:00:00,投過,A,93E125060066,93-F0067-202E,Seatex ISP2020,2025-06-26 00:00:00,2025-06-16 00:00:00,60,20,24,8,53,,,,160,1060,93-F0067-20,CE
2025-06-20 00:00:00,投過,A,93E125040346,93-80212-601E,cPCIS-6230R/64/N110/NCD,2025-06-25 00:00:00,2025-06-19 00:00:00,2,2,21,5,62,,,,10,124,93-80212-60,CE
2025-06-20 00:00:00,投過,A,93N125050486,93-F0093-0030,Zoetis Vetscan HUB-US,2025-06-26 00:00:00,2025-06-16 00:00:00,245,50,,25,35,,,,1250,1750,93-F0093-00,CE
2025-06-20 00:00:00,3,A,93E125020047,93-F0091-104E,Capsule Axon 2 – 4-port,2025-07-28 00:00:00,2025-07-07 00:00:00,900,8,,,9,,,,,72,,
2025-06-20 00:00:00,投過,A,93E125050352,TPC-41037-013S,TPC-41037-013S(MXE-5502),2025-06-24 00:00:00,2025-06-18 00:00:00,4,4,18,0,30,,,,0,120,TPC-41037-0,
2025-06-20 00:00:00,投過,A,93E125050408,93-43401-003E,HPERC-KBLMC-100XN,2025-06-25 00:00:00,2025-06-19 00:00:00,4,4,21,5,80,,,,20,320,93-43401-00,
2025-06-20 00:00:00,投過,A,93E125050102,TPC-41052-0130,TPC-41052-0130(MVP-5207),2025-06-26 00:00:00,2025-06-05 00:00:00,4,4,18,0,30,,,,0,120,TPC-41052-0,CE
2025-06-20 00:00:00,投過,A,93N125060331,93-41052-7A30,MVP-5205E-EVERI-160W,2025-06-25 00:00:00,2025-06-17 00:00:00,2,2,21,4.3,26,,,,8.6,52,93-41052-7A,CE
2025-06-20 00:00:00,投過,A,93N125060340,93-41050-A250,Dell Embedded Gateway EGW-3200-0KR44F,2025-07-02 00:00:00,2025-06-20 00:00:00,205,30,,0,39.1,,,,0,1173,93-41050-A2,CE
2025-06-20 00:00:00,投過,A,93N125050423,93-41053-3030-10,MVP-6247/M32G,2025-06-30 00:00:00,2025-06-19 00:00:00,1,1,21,4,27,,,1+N,4,27,93-41053-30,
2025-06-20 00:00:00,投過,A,93R125060064,AG-M9505A-CFG002,M9505A-CFG002,2025-06-25 00:00:00,,1,1,,,30,,,,0,30,AG-M9505A-C,
6/20 (五) 加工4 主線13  (7820)  測試支援2人,,,,,,,,,,204,,,,10605.6,當日總工時,1527.6,8874,,16.57125
,,,,,,,,,,204,,,,10605.6,IPC,1527.6,8874,,
,,,,,,,,,預計生產,0,,,,0,IDS,0,0,,
,,,,,,,,,978,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-06-21 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-21 00:00:00,投過,A,93N125080003,AG-N5511-60110,N5511-60110,2025-07-10 00:00:00,2025-06-13 00:00:00,5,3,21,90,82.6,,,,270,247.79999999999998,AG-N5511-60,CE
2025-06-21 00:00:00,投過,A,93E125060066,93-F0067-202E,Seatex ISP2020,2025-06-26 00:00:00,2025-06-16 00:00:00,60,20,24,8,53,,,,160,1060,93-F0067-20,CE
2025-06-21 00:00:00,3,A,93R125040058,93-F0091-104E,Capsule Axon 2 – 4-port,2025-07-07 00:00:00,2025-06-13 00:00:00,140,140,,,5,,,,,700,,
2025-06-21 00:00:00,投過,A,93E125050379,93-41052-2B2E-10,MVP-5209/M64G/MS1T/2S2T/Win11P/230W/HAL,2025-06-27 00:00:00,2025-06-20 00:00:00,43,30,21,6.7,29,,,,201,870,93-41052-2B,CE
2025-06-21 00:00:00,投過,A,93N125050486,93-F0093-0030,Zoetis Vetscan HUB-US,2025-06-26 00:00:00,2025-06-16 00:00:00,245,50,,25,35,,,,1250,1750,93-F0093-00,CE
2025-06-21 00:00:00,投過,A,93N125060340,93-41050-A250,Dell Embedded Gateway EGW-3200-0KR44F,2025-07-02 00:00:00,2025-06-20 00:00:00,205,70,,0,39.1,,,,0,2737,93-41050-A2,CE
2025-06-21 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-21 00:00:00,,A,,,,,,,,,,,,,,0,0,,
6/21  (六)  加工4 主線13  (7820)  測試支援2人 Benny根秀梅不在,,,,,,,,,預計生產,,,,,9245.8,當日總工時,1881,7364.8,,
,,,,,,,,,0,,,,,,日班當日工時,,0,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-06-22 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-22 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-06-22 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-06-22 00:00:00,,B,,,,,,,,,,,,,,0,0,,
6/22 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,
,,,,,,,,,0,,,,,,日班當日工時,,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,投過,A,93E125050367,IPC-00001-37H0,JY486-13E8-E43_I37H0,2025-07-04 00:00:00,2025-06-18 00:00:00,2,2,21,4,54,,,機箱替代料問題待前端確認,8,108,IPC-00001-3,
