第3週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2025-01-14 00:00:00,未投過,D,93E125010315,93-41052-2B0E,MVP-5209/M64G/MS1T/2S2T/Win11P/230W/HAL,2025-01-23 00:00:00,2025-01-13 00:00:00,1,1,21,6.7,29,,,1+N,6.7,29,93-41052-2B
2025-01-14 00:00:00,投過,A,RMA124120009,AG-M9505A-CFG002,M9505A-CFG002,,,7,7,18,,30,,,,0,210,AG-M9505A-C
2025-01-14 00:00:00,投過,A,93E125010051,93-SHT02-001E,Triton S1 HTX w/ video output,2025-02-03 00:00:00,2025-01-13 00:00:00,30,3,18,0,13.5,,,,0,40.5,93-SHT02-00
2025-01-14 00:00:00,投過,A,93E125010069,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-12 00:00:00,2025-01-10 00:00:00,400,50,21,11,25.6,,,,550,1280,93-F0093-40
2025-01-14 00:00:00,投過,E,93E125010055,93-F0116-000E,GM-270S/KGI,2025-01-20 00:00:00,2024-01-08 00:00:00,200,50,,,34,TP-ASSY,,,0,1700,93-F0116-00
2025-01-14 00:00:00,投過,E,93E125010055,93-F0116-000E,GM-270S/KGI,2025-01-20 00:00:00,2024-01-08 00:00:00,200,50,27,22,,TP-ASSY,,,1100,0,93-F0116-00
2025-01-14 00:00:00,投過,A,93N125010001,AG-M9505A-CFG002,M9505A-CFG002,2025-01-21 00:00:00,2025-01-09 00:00:00,15,10,18,13,60,,,,130,600,AG-M9505A-C
2025-01-14 00:00:00,投過,A,93N125010032,93-D1207-0050,WM200,2025-01-24 00:00:00,2025-01-10 00:00:00,192,20,24,12,36,,,,240,720,93-D1207-00
2025-01-14 00:00:00,投過,E,93E124120272,93-P6000-821E,OM-185-VT,2025-01-17 00:00:00,2025-01-11 00:00:00,25,25,27,7,15,,,,175,375,93-P6000-82
2025-01-14 00:00:00,未投過,A,93E124110081,93-G1000-100E,"EMP-100-N6210, 8GB, 128GB, TPM, CT",2025-01-20 00:00:00,2025-01-13 00:00:00,8,8,24,9,22,,,,72,176,93-G1000-10
2025-01-14 00:00:00,投過,E,93N125020149,93-P6000-B010,OM-215,2025-01-20 00:00:00,2025-01-13 00:00:00,4,4,27,7,15,,,,28,60,93-P6000-B0
2025-01-14 00:00:00,投過,A,93N125020031,93-SH201-1020,Image System PC Sku8 11514001,2025-02-05 00:00:00,2025-01-13 00:00:00,40,40,27,27.6,35.5,,,,1104,1420,93-SH201-10
2025-01-14 00:00:00,投過,A,93N125010140,93-F0089-2020,EMP-300-CQ (6305E),2025-01-17 00:00:00,2025-01-13 00:00:00,50,50,21,7,21,,,,350,1050,93-F0089-20
2025-01-14 00:00:00,未投過,A,93E125010165,93-D2102-020E,"MLC-M109, Biomedica",2025-01-17 00:00:00,2025-01-13 00:00:00,14,14,21,4.9,27.6,,,,68.60000000000001,386.40000000000003,93-D2102-02
2025-01-14 00:00:00,投過,D,RMA124120020,AG-M9019-66101,M9019-66101,2025-01-17 00:00:00,,1,1,27,,76.3,,,,0,76.3,AG-M9019-66
2025-01-14 00:00:00,投過,A,RMA124120019,AG-M9505-66102,M9505-66102,2025-01-17 00:00:00,,1,1,18,,57,,,,0,57,AG-M9505-66
2025-01-14 00:00:00,,D,93E125010313,T93-13019-0300001,T93-13019-0300001,2025-02-12 00:00:00,2025-01-13 00:00:00,1,1,21,4,54,,,,4,54,T93-13019-0
2025-01-14 00:00:00,,A,,,,,,,,,,,,,,0,0,
1/14 (二) 加工4 主線15  (8740)  ,,,,,,,,,,360,,,,12422.5,當日總工時,3828.2999999999997,8234.2,
,,,,,,,,,,279,,,,8903.5,IPC,2525.2999999999997,6099.200000000001,
,,,,,,,,,預計生產,81,,,,3519,IDS,1303,2135,
,,,,,,,,,335,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-15 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-15 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-15 00:00:00,,D,93R125010064,93-22807-040E,MECS-6120 Icelake D-1747NTE cfg4,2025-01-17 00:00:00,00:00:00,1,1,21,8,55,,,急件,8,55,93-22807-04
2025-01-15 00:00:00,,A,93N125010032,93-D1207-0050,WM200,2025-01-24 00:00:00,2025-01-10 00:00:00,192,60,24,12,36,,,,720,2160,93-D1207-00
,,A,93R125010040,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-07 00:00:00,2025-01-08 00:00:00,240,50,,,51.2,,,拆換重工,,2560,
2025-01-15 00:00:00,,A,RMA124120008,AG-M9505A-CFG002,M9505A-CFG002,,,6,6,18,,30,,,,0,180,AG-M9505A-C
2025-01-15 00:00:00,,D,93E125010312,T93-13010-0200045,T93-13010-0200045,2025-01-20 00:00:00,2025-01-14 00:00:00,2,2,21,4,54,,,,8,108,T93-13010-0
2025-01-15 00:00:00,,D,93E124110233,93-DN000-401E,MLB-3100-RPL-i9-13900E/M16GB/1TB,2025-01-24 00:00:00,2025-01-13 00:00:00,2,1,27,7,15,,,1+n,7,15,93-DN000-40
2025-01-15 00:00:00,,D,93E124100138,93-45108-220E,DLAP-411-Orin 64GB w/OOB,2025-02-03 00:00:00,2025-01-14 00:00:00,1,1,21,4,20,,,1+n,4,20,93-45108-22
2025-01-15 00:00:00,,D,93E125010059,93-41053-0A0E,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-01-24 00:00:00,2025-01-14 00:00:00,2,2,24,8,36,,,,16,72,93-41053-0A
2025-01-15 00:00:00,,D,93E124120336,TPC-41037-0560,TPC-41037-0560 (MXE-5501),2025-01-20 00:00:00,2025-01-14 00:00:00,2,2,18,0,30,,,,0,60,TPC-41037-0
2025-01-15 00:00:00,,D,93N125020200,93-45108-0020,DLAP-411-Orin w/ PSE,2025-02-06 00:00:00,2025-01-14 00:00:00,1,1,21,3,20,,,,3,20,93-45108-00
2025-01-15 00:00:00,,A,93N125010297,93-45108-4020,DLAP-411-Orin 64GB w/ PSE,2025-01-20 00:00:00,2025-01-14 00:00:00,5,5,21,4,20,,,,20,100,93-45108-40
2025-01-15 00:00:00,,A,93N125010001,AG-M9505A-CFG002,M9505A-CFG002,2025-01-21 00:00:00,2025-01-09 00:00:00,15,5,18,13,60,,,,65,300,AG-M9505A-C
2025-01-15 00:00:00,,A,93N125010366,93-F0089-2020,EMP-300-CQ (6305E),2025-01-20 00:00:00,2025-01-13 00:00:00,60,60,21,7,21,,,,420,1260,93-F0089-20
2025-01-15 00:00:00,,D,93N125010422,93-D2102-0020,MLC-M100,2025-01-20 00:00:00,2025-01-14 00:00:00,1,1,21,4.9,27.6,,,,4.9,27.6,93-D2102-00
2025-01-15 00:00:00,,E,93E125010055,93-F0116-000E,GM-270S/KGI,2025-01-20 00:00:00,2024-01-08 00:00:00,200,50,,,34,TP-ASSY,,,0,1700,93-F0116-00
2025-01-15 00:00:00,,E,93E125010055,93-F0116-000E,GM-270S/KGI,2025-01-20 00:00:00,2024-01-08 00:00:00,200,50,27,22,,TP-ASSY,,,1100,0,93-F0116-00
2025-01-15 00:00:00,,D,93E125010188,TPC-41037-013S,TPC-41037-013S(MXE-5502),2025-01-21 00:00:00,2025-01-14 00:00:00,1,1,18,0,30,,,,0,30,TPC-41037-0
2025-01-15 00:00:00,,D,93N125020321,93-45103-0230,DLAP-211-JNX 16GB,2025-02-18 00:00:00,2025-01-08 00:00:00,1,1,21,5,20,,,,5,20,93-45103-02
2025-01-15 00:00:00,,D,93N125020342,93-45103-1210,DLAP-211-Orin Nano 4GB,2025-02-04 00:00:00,2025-01-09 00:00:00,1,1,21,5,20,,,,5,20,93-45103-12
2025-01-15 00:00:00,,D,93E124120419,IPC-1170T-0013,RK620W-M47H_I0013,2025-01-21 00:00:00,2025-01-10 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170T-0
2025-01-15 00:00:00,,D,93E125010275,IPC-1170T-0014,RK620W-M47H_I0014,2025-01-21 00:00:00,2025-01-10 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170T-0
1/15 (三)  加工4 主線15  (8740)  Nick借1人sorting 上午半天,,,,,,,,,,405,,,,11614.5,當日總工時,2393.9,8815.6,
,,,,,,,,,,378,,,,8787.5,IPC,1293.9,7115.6,
,,,,,,,,,預計生產,27,,,,2827,IDS,1100,1700,
,,,,,,,,,302,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-16 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-16 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-16 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-16 00:00:00,,E,,,,,,,,,,,,,,0,0,
,,A,93R125010040,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-07 00:00:00,2025-01-08 00:00:00,240,50,,,51.2,,,拆換重工,,2560,
2025-01-16 00:00:00,,D,93R125010038,IPC-100N5-U023,RK410W-13E4-E43_IU023,2025-01-24 00:00:00,2025-01-13 00:00:00,1,1,21,,54,,,,0,54,IPC-100N5-U
2025-01-16 00:00:00,,D,93R124120064,93-41055-030E,MXE-231/M8G/256G/Win10,2025-01-21 00:00:00,2025-01-15 00:00:00,39,39,27,,14.5,,,1+N,0,565.5,93-41055-03
2025-01-16 00:00:00,,E,93E125010055,93-F0116-000E,GM-270S/KGI,2025-01-20 00:00:00,2024-01-08 00:00:00,200,50,,,34,TP-ASSY,,,0,1700,93-F0116-00
2025-01-16 00:00:00,,E,93E125010055,93-F0116-000E,GM-270S/KGI,2025-01-20 00:00:00,2024-01-08 00:00:00,200,11,27,22,,TP-ASSY,,,242,0,93-F0116-00
2025-01-16 00:00:00,,A,93N125010353,93-D1207-0050,WM200,2025-01-24 00:00:00,2025-01-15 00:00:00,192,64,24,12,36,,,,768,2304,93-D1207-00
2025-01-16 00:00:00,,A,93N125020065,93-41041-D020,MXE-1501/M8G/Dematic,2025-02-05 00:00:00,2025-01-15 00:00:00,18,18,21,3,27,,,,54,486,93-41041-D0
2025-01-16 00:00:00,,D,93E125010247,TPC-41044-0470,TPC-41044-0470(MVP-614A-3E),2025-02-11 00:00:00,2025-01-15 00:00:00,1,1,18,0,30,,,,0,30,TPC-41044-0
2025-01-16 00:00:00,,D,93E125010246,IPC-100N7-U000,RK410W-13E4-E47_IU000,2025-01-23 00:00:00,2025-01-15 00:00:00,1,1,21,4,54,,,,4,54,IPC-100N7-U
2025-01-16 00:00:00,,A,93N125010367,93-F0089-2020,EMP-300-CQ (6305E),2025-01-21 00:00:00,2025-01-15 00:00:00,50,50,21,7,21,,,,350,1050,93-F0089-20
2025-01-16 00:00:00,,A,93N125010221,93-70431-9050,P1831,2025-01-22 00:00:00,2025-01-15 00:00:00,5,5,21,14,60,,,,70,300,93-70431-90
2025-01-16 00:00:00,,A,93N125010419,93-70431-A020,PXES-2785,2025-02-18 00:00:00,2025-01-14 00:00:00,20,20,27,14,60,,,,280,1200,93-70431-A0
2025-01-16 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-16 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-16 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-16 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-16 00:00:00,,E,,,,,,,,,,,,,,0,0,
1/16 (四)    加工4 主線15  (8740)  ,,,,,,,,,,228,,,,12299.5,當日總工時,1768,10303.5,
,,,,,,,,,,201,,,,10530.5,IPC,1526,8803.5,
,,,,,,,,,預計生產,27,,,,1769,IDS,242,1500,
,,,,,,,,,310,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-17 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-17 00:00:00,,E,,,,,,,,,,,,,,0,0,
,,A,93R125010040,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-07 00:00:00,2025-01-08 00:00:00,240,28,,,51.2,,,拆換重工,,1433.6000000000001,
,,A,93R125010002,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-03-25 00:00:00,2025-01-08 00:00:00,10,7,,,51.2,,,拆換重工,0,358.40000000000003,93-F0093-40
,投過,A,93E125010069,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-12 00:00:00,2025-01-10 00:00:00,400,15,,,51.2,,,拆換重工,0,768,93-F0093-40
2025-01-17 00:00:00,,A,93N125010368,93-F0089-2020,EMP-300-CQ (6305E),2025-01-22 00:00:00,2025-01-15 00:00:00,60,60,21,7,21,,,,420,1260,93-F0089-20
2025-01-17 00:00:00,,A,93N125010353,93-D1207-0050,WM200,2025-01-24 00:00:00,2025-01-15 00:00:00,192,74,24,12,36,,,,888,2664,93-D1207-00
2025-01-17 00:00:00,,E,93E125010055,93-F0116-000E,GM-270S/KGI,2025-01-20 00:00:00,2024-01-08 00:00:00,200,11,,,34,TP-ASSY,,,0,374,93-F0116-00
2025-01-17 00:00:00,,E,93N125010121,93-P8000-H410,GM-270S/IS,2025-03-13 00:00:00,2025-03-03 00:00:00,100,50,27,13.5,,,,,675,0,93-P8000-H4
2025-01-17 00:00:00,,B,93N125030060,93-41050-A250,Dell Embedded Gateway EGW-3200-0KR44F,2025-02-03 00:00:00,2025-01-16 00:00:00,39,35,18,0,39.1,,,缺59-44835-AC50*4,0,1368.5,93-41050-A2
2025-01-17 00:00:00,投過,E,93N125020119,93-P6000-8010,OM-185,2025-01-22 00:00:00,2025-01-16 00:00:00,1,1,27,7,15,,,,7,15,93-P6000-80
2025-01-17 00:00:00,,A,93N125010202,93-SHT02-A010,Triton S1 HRX,2025-02-04 00:00:00,2025-01-20 00:00:00,25,8,18,0,13.5,,,,0,108,93-SHT02-A0
2025-01-17 00:00:00,,A,,,,,,,,,,,,,,0,0,
1/17  (五)  加工4 主線14  (8280)  請假1人,,,,,,,,,,135,,,,10474.5,當日總工時,1990,8349.5,
,,,,,,,,,,63,,,,4495.5,IPC,7,4425.5,
,,,,,,,,,預計生產,72,,,,5979,IDS,1983,3924,
,,,,,,,,,599,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-18 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-18 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-18 00:00:00,,A,93N125030028,AG-M9502A-CFG002,M9502A-CFG002,2025-01-22 00:00:00,2025-01-16 00:00:00,10,10,18,6,60,,,,60,600,AG-M9502A-C
2025-01-18 00:00:00,投過,D,93E124120299,93-45R03-420E,"ROScube-X, w/ AD-GMSL2, RQX-59G-E, 64GB",2025-01-22 00:00:00,2025-01-17 00:00:00,5,5,27,12,18,,,,60,90,93-45R03-42
2025-01-18 00:00:00,,A,93N125010202,93-SHT02-A010,Triton S1 HRX,2025-02-04 00:00:00,2025-01-20 00:00:00,25,8,18,0,13.5,,,,0,108,93-SHT02-A0
2025-01-18 00:00:00,,A,93N125010353,93-D1207-0050,WM200,2025-01-24 00:00:00,2025-01-15 00:00:00,192,54,24,12,36,,,,648,1944,93-D1207-00
2025-01-18 00:00:00,,A,93E124120136,93-F0013-108E,Redflex Universal HALO PC,2025-02-04 00:00:00,2025-01-17 00:00:00,60,30,21,5,63.8,,,,150,1914,93-F0013-10
2025-01-18 00:00:00,,A,93N125010369,93-F0089-2020,EMP-300-CQ (6305E),2025-01-23 00:00:00,2025-01-15 00:00:00,50,50,21,7,21,,,,350,1050,93-F0089-20
2025-01-18 00:00:00,,A,93E125010052,93-F0089-911E,EMP-510-i5-BD2,2025-01-23 00:00:00,2025-01-17 00:00:00,10,10,18,0,28,,,,0,280,93-F0089-91
,投過,A,93E125010069,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-12 00:00:00,2025-01-10 00:00:00,400,50,,,51.2,,,拆換重工,0,2560,93-F0093-40
2025-01-18 00:00:00,投過,E,93N125010439,93-P6000-B010,OM-215,2025-02-19 00:00:00,2025-01-17 00:00:00,6,6,27,7,15,,,,42,90,93-P6000-B0
2025-01-18 00:00:00,投過,E,93N125010343,93-P6000-B310,"OM-215 W/adapter,HDMI,USB,Clips,NZ cord",2025-01-23 00:00:00,2025-01-17 00:00:00,5,5,27,7,15,,,,35,75,93-P6000-B3
2025-01-18 00:00:00,,E,93N125010121,93-P8000-H410,GM-270S/IS,2025-03-13 00:00:00,2025-03-03 00:00:00,100,50,,,38,,,,0,1900,93-P8000-H4
2025-01-18 00:00:00,,D,93E125010335,T93-13010-0200046,T93-13010-0200046,2025-01-22 00:00:00,2025-01-16 00:00:00,1,1,21,4,54,,,,4,54,T93-13010-0
2025-01-18 00:00:00,,D,93E125010318,T93-13010-0300036,T93-13010-0300036,2025-02-14 00:00:00,2025-01-17 00:00:00,1,1,21,4,54,,,,4,54,T93-13010-0
2025-01-18 00:00:00,,D,93E125010325,T93-13020-0200001,T93-13020-0200001,2025-02-04 00:00:00,2025-01-15 00:00:00,1,1,16,4,54,,,PE首件,4,54,T93-13020-0
2025-01-18 00:00:00,,A,,,,,,,,,,,,,,0,0,
1/18  (六)  請假2人,,,,,,,,,預計生產,172,,,,12302,當日總工時,1357,10773,
,,,,,,,,,1,,,,,,日班當日工時,,0,
,,,,,,,,,,,,,,,晚班當日工時,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-19 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-19 00:00:00,,B,,,,,,,,,,,,,,0,0,
2025-01-19 00:00:00,,B,,,,,,,,,,,,,,0,0,
2025-01-19 00:00:00,,B,,,,,,,,,,,,,,0,0,
1/19 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,
,,,,,,,,,0,,,,,,日班當日工時,,,
,,,,,,,,,,,,,,,晚班當日工時,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,A,93E125010069,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-12 00:00:00,2025-01-10 00:00:00,400,50,21,11,25.6,,,,550,1280,93-F0093-40
,,A,93E125010069,93-F0093-404E,Zoetis Vetscan HUB-EU,2025-02-12 00:00:00,2025-01-10 00:00:00,400,44,21,11,25.6,,,,484,1126.4,93-F0093-40
