第26週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
2025-06-24 00:00:00,投過,A,93E125050320,IPC-128N7-Y000,RK620B-W12E7-E47_IY000,2025-06-27 00:00:00,2025-06-20 00:00:00,1,1,21,4,54,,,,4,54,IPC-128N7-Y,
2025-06-24 00:00:00,投過,A,93N125060111,93-41045-E550,Dell Embedded Gateway EGW-5200-0MKWWT,2025-07-02 00:00:00,2025-06-20 00:00:00,100,40,30,20.3,28.8,,,,812,1152,93-41045-E5,CE
2025-06-24 00:00:00,投過,A,93E125050286,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-06-30 00:00:00,2025-06-23 00:00:00,43,20,27,12,25,,,,240,500,93-98002-11,CE
2025-06-24 00:00:00,投過,A,93N125060165,93-F0089-2020,EMP-300-CQ (6305E),2025-06-30 00:00:00,2025-06-23 00:00:00,98,50,21,7,21,,,,350,1050,93-F0089-20,CE
2025-06-24 00:00:00,投過,A,93E125060136,93-D2302-230E,MLC-M311,2025-06-27 00:00:00,2025-06-23 00:00:00,3,3,21,4.9,,,,,14.700000000000001,0,93-D2302-23,CE
2025-06-24 00:00:00,投過,A,93E125060137,93-D2302-240E,MLC-M313,2025-07-04 00:00:00,2025-06-23 00:00:00,6,1,21,4.9,,,,1+N,4.9,0,93-D2302-24,CE
2025-06-24 00:00:00,投過,A,93E125060133,93-F0093-107E,Zoetis Vetscan HUB-AUS,2025-07-09 00:00:00,2025-06-20 00:00:00,240,50,,,25.6,,,,0,1280,93-F0093-10,CE
2025-06-24 00:00:00,投過,E,93E125070061,93-P1300-230E,"SP2-10WP-TGL-i7,8GB,9-36V,IO,CT,Win10",2025-07-03 00:00:00,2025-06-13 00:00:00,1,1,18,4,70,,,1+N,4,70,93-P1300-23,
2025-06-24 00:00:00,投過,A,93R125060045,9B-D2303-0010,"MLC-S, i3 CPU(12th), AC, rear chassis",2025-07-10 00:00:00,2025-06-10 00:00:00,2,2,,,5,,,,0,10,9B-D2303-00,
2025-06-24 00:00:00,投過,A,93N125060111,93-41045-E550,Dell Embedded Gateway EGW-5200-0MKWWT,2025-07-02 00:00:00,2025-06-20 00:00:00,100,40,,20.3,,,,,812,0,93-41045-E5,CE
2025-06-24 00:00:00,投過,A,93E125060003,TPC-41041-061S,TPC-41041-061S(MXE-1501),2025-06-27 00:00:00,2025-06-23 00:00:00,10,10,18,0,30,,,,0,300,TPC-41041-0,CE
2025-06-24 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-24 00:00:00,,A,,,,,,,,,,,,,,0,0,,
6/24 (二) 加工3 主線13  (7820)  測試支援1人,,,,,,,,,,177,,,,10157.6,當日總工時,2616.6000000000004,7364,,
,,,,,,,,,,159,,,,10065.6,IPC,2612.6000000000004,7294,,
,,,,,,,,,預計生產,18,,,,92,IDS,4,70,,
,,,,,,,,,272,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-06-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-25 00:00:00,,A,93N125040609,93-F0114-0030,Verint Edge NVR w/24 ports,2025-06-30 00:00:00,2025-06-02 00:00:00,296,3,18,0,32.95,,,,0,98.85000000000001,93-F0114-00,
2025-06-25 00:00:00,投過,A,93E125050286,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-06-30 00:00:00,2025-06-23 00:00:00,43,21,27,12,,,,,252,0,93-98002-11,CE
2025-06-25 00:00:00,投過,A,93E125060136,93-D2302-230E,MLC-M311,2025-06-27 00:00:00,2025-06-23 00:00:00,3,3,,,27.6,,,,0,82.80000000000001,93-D2302-23,CE
2025-06-25 00:00:00,投過,A,93E125060137,93-D2302-240E,MLC-M313,2025-07-04 00:00:00,2025-06-23 00:00:00,6,1,,,27.6,,,1+N,0,27.6,93-D2302-24,CE
2025-06-25 00:00:00,3,A,93E125020047,93-F0091-104E,Capsule Axon 2 – 4-port,2025-07-28 00:00:00,2025-07-07 00:00:00,900,112,,,9,,,,,1008,93-F0091-10,
2025-06-25 00:00:00,投過,A,93N125060370,93-41056-0010,ADM-AL30/i9-12900E/RTX 4000 SFF/128G,2025-07-18 00:00:00,2025-06-23 00:00:00,4,4,27,18.5,30,,,,74,120,93-41056-00,
2025-06-25 00:00:00,投過,A,93N125060165,93-F0089-2020,EMP-300-CQ (6305E),2025-06-30 00:00:00,2025-06-23 00:00:00,98,48,21,7,21,,,,336,1008,93-F0089-20,CE
2025-06-25 00:00:00,投過,A,93E125060133,93-F0093-107E,Zoetis Vetscan HUB-AUS,2025-07-09 00:00:00,2025-06-20 00:00:00,240,50,21,11,25.6,,,,550,1280,93-F0093-10,CE
2025-06-25 00:00:00,投過,A,93N125060111,93-41045-E550,Dell Embedded Gateway EGW-5200-0MKWWT,2025-07-02 00:00:00,2025-06-20 00:00:00,100,20,,20.3,,,,,406,0,93-41045-E5,CE
2025-06-25 00:00:00,投過,A,93N125060111,93-41045-E550,Dell Embedded Gateway EGW-5200-0MKWWT,2025-07-02 00:00:00,2025-06-20 00:00:00,100,60,,,28.8,,,,0,1728,93-41045-E5,CE
2025-06-25 00:00:00,投過,A,93N125070121,93-70423-5040,PXIS-2719A,2025-07-11 00:00:00,2025-06-13 00:00:00,15,15,24,20,60,,,,300,900,93-70423-50,CE
2025-06-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,
6/25 (三)加工3 主線13  (7820)  測試支援1人,,,,,,,,,,138,,,,8309.25,當日總工時,1918,6253.25,,12.983203125
,,,,,,,,,,114,,,,7385.25,IPC,1918,5353.25,,
,,,,,,,,,預計生產,24,,,,924,IDS,0,900,,
,,,,,,,,,337,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-06-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-26 00:00:00,投過,A,93E125050286,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-06-30 00:00:00,2025-06-23 00:00:00,43,21,,,25,,,,0,525,93-98002-11,CE
2025-06-26 00:00:00,投過,A,93R125060087,93-F0091-104E,Capsule Axon 2 – 4-port,,,14,14,,,3,,,未測WIP,0,42,93-F0091-10,
2025-06-26 00:00:00,投過,A,93E125050402,9B-99B00-300E,AADR-2FAN Barebone,2025-07-07 00:00:00,2025-06-25 00:00:00,4,1,21,,,,,1+N,0,0,9B-99B00-30,
2025-06-26 00:00:00,投過,A,93E125070098,93-41053-3A2E,MVP-6247/EM16G/MS2TB/3xS256G/Win10,2025-07-07 00:00:00,2025-06-25 00:00:00,2,1,24,8,36,,,1+N,8,36,93-41053-3A,
2025-06-26 00:00:00,投過,A,93E125060133,93-F0093-107E,Zoetis Vetscan HUB-AUS,2025-07-09 00:00:00,2025-06-20 00:00:00,240,50,21,11,25.6,,,,550,1280,93-F0093-10,CE
2025-06-26 00:00:00,投過,A,93E125050278,IPC-117N7-T001,RK620W-13E2-E47_IT001,2025-07-03 00:00:00,2025-06-25 00:00:00,4,4,21,4,54,,,,16,216,IPC-117N7-T,
2025-06-26 00:00:00,投過,E,93E125060394,93-P1300-230E,"SP2-10WP-TGL-i7,8GB,9-36V,IO,CT,Win10",2025-07-03 00:00:00,2025-06-25 00:00:00,4,4,18,4,70,,,,16,280,93-P1300-23,
2025-06-26 00:00:00,投過,A,93E125050367,IPC-00001-37H0,JY486-13E8-E43_I37H0,2025-07-04 00:00:00,2025-06-18 00:00:00,2,2,21,4,54,,,,8,108,IPC-00001-3,
2025-06-26 00:00:00,投過,A,93E125060414,TPC-41053-0220,TPC-41053-0220(MVP-6225T),2025-07-07 00:00:00,2025-06-25 00:00:00,26,26,18,0,30,,,,0,780,TPC-41053-0,
2025-06-26 00:00:00,投過,A,93E125050354,TPC-41053-0090,TPC-41053-0090(MVP-6225T),2025-07-02 00:00:00,2025-06-25 00:00:00,2,2,18,0,30,,,,0,60,TPC-41053-0,
2025-06-26 00:00:00,投過,A,93N125070020,93-41050-A250,Dell Embedded Gateway EGW-3200-0KR44F,2025-07-04 00:00:00,2025-06-25 00:00:00,155,75,18,0,39.1,,,,0,2932.5,93-41050-A2,CE
6/26 (四)   加工3 主線13  (7820)  測試支援1人,,,,,,,,,,180,,,,7037.5,當日總工時,598,6259.5,,10.99609375
,,,,,,,,,,162,,,,6723.5,IPC,582,5979.5,,
,,,,,,,,,預計生產,18,,,,314,IDS,16,280,,
,,,,,,,,,200,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-06-27 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-27 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-27 00:00:00,3,A,93E125020047,93-F0091-104E,Capsule Axon 2 – 4-port,2025-07-28 00:00:00,2025-07-07 00:00:00,900,240,,,9,,,,,2160,93-F0091-10,
2025-06-27 00:00:00,投過,A,93E125060133,93-F0093-107E,Zoetis Vetscan HUB-AUS,2025-07-09 00:00:00,2025-06-20 00:00:00,240,50,21,11,25.6,,,,550,1280,93-F0093-10,
2025-06-27 00:00:00,投過,E,93E125060084,93-P1400-220E,"SP2-10WP-EHL-J6412,8GB,12V, w/IO & cover",2025-07-02 00:00:00,2025-06-26 00:00:00,15,15,18,8,17,,,,120,255,93-P1400-22,
,投過,E,93E125060070,93-P1600-200E,"SP2-10WP-MTL-125H,8GB,128GB,12V,IO",2025-07-08 00:00:00,2025-06-26 00:00:00,10,10,18,,,,,1+N,0,0,93-P1600-20,
,投過,E,93E125060071,93-P1600-600E,"SP2-15WP-MTL-125H,8GB,128GB,12V,IO",2025-07-08 00:00:00,2025-06-26 00:00:00,10,10,18,,,,,1+N,0,0,93-P1600-60,
,投過,E,93E125060072,93-P1600-B00E,"SP2-21WP-MTL-125H,8GB,128GB,12V,IO",2025-07-08 00:00:00,2025-06-26 00:00:00,7,7,18,,,,,1+N,0,0,93-P1600-B0,
2025-06-27 00:00:00,投過,A,93N125070020,93-41050-A250,Dell Embedded Gateway EGW-3200-0KR44F,2025-07-04 00:00:00,2025-06-25 00:00:00,155,80,18,0,39.1,,,,0,3128,93-41050-A2,
,,A,Sortng capsule機殼,,,,,540,540,,,1.5,,,,0,810,,
2025-06-27 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-27 00:00:00,,A,,,,,,,,,,,,,,0,0,,
6/27 (五) 加工2 主線13  (6900)  ,,,,,,,,,,111,,,,8414,當日總工時,670,7633,,13.146875
,,,,,,,,,,54,,,,3992,IPC,0,3938,,
,,,,,,,,,預計生產,57,,,,4422,IDS,670,3695,,
,,,,,,,,,1152,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-06-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-28 00:00:00,,A,,,,,,,,,,,,,,,,,
2025-06-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-28 00:00:00,,A,,,,,,,,,,,,,,0,0,,
6/28  (六)  加工3 主線13  (7820)  測試支援1人,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,
,,,,,,,,,0,,,,,,日班當日工時,,0,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-06-29 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-06-29 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-06-29 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-06-29 00:00:00,,B,,,,,,,,,,,,,,0,0,,
6/29 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,
,,,,,,,,,0,,,,,,日班當日工時,,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,投過,A,93N125040606,93-F0114-0130,Verint Edge NVR w/o PoE ports,2025-10-01 00:00:00,2025-06-11 00:00:00,500,100,18,0,32.95,,,,0,3295.0000000000005,93-F0114-01,
,投過,A,93N125040606,93-F0114-0130,Verint Edge NVR w/o PoE ports,2025-10-01 00:00:00,2025-06-11 00:00:00,500,100,18,0,32.95,,,,0,3295.0000000000005,93-F0114-01,
,投過,A,93N125040606,93-F0114-0130,Verint Edge NVR w/o PoE ports,2025-10-01 00:00:00,2025-06-11 00:00:00,500,100,18,0,32.95,,,,0,3295.0000000000005,93-F0114-01,
,投過,A,93N125040606,93-F0114-0130,Verint Edge NVR w/o PoE ports,2025-10-01 00:00:00,2025-06-11 00:00:00,500,100,18,0,32.95,,,,0,3295.0000000000005,93-F0114-01,
,投過,A,93N125040606,93-F0114-0130,Verint Edge NVR w/o PoE ports,2025-10-01 00:00:00,2025-06-11 00:00:00,500,100,18,0,32.95,,,,0,3295.0000000000005,93-F0114-01,
