第31週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
2025-07-29 00:00:00,投過,A,93E125060318,93-41052-2A1E-10,MVP-5209RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-08-06 00:00:00,2025-07-25 00:00:00,44,10,,6.7,29,,,,67,290,93-41052-2A,,
2025-07-29 00:00:00,,A,93E125060509,93-41053-0A1E-10,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-08-12 00:00:00,2025-07-25 00:00:00,42,32,24,8,36,,,,256,1152,93-41053-0A,,
2025-07-29 00:00:00,,A,93E125060315,93-41052-2D1E-10,MVP-5209RF/M128G/MS2T/2S2T/W11P/230W/HAL,2025-08-06 00:00:00,2025-07-25 00:00:00,3,3,21,6.7,29,,,,20.1,87,93-41052-2D,,
2025-07-29 00:00:00,,A,93E125060319,93-41052-2B2E-10,MVP-5209/M64G/MS1T/2S2T/Win11P/230W/HAL,2025-08-06 00:00:00,2025-07-25 00:00:00,24,24,21,6.7,29,,,,160.8,696,93-41052-2B,,
2025-07-29 00:00:00,,A,93E125070258,93-41053-0A1E-10,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-08-12 00:00:00,2025-07-25 00:00:00,1,1,24,8,36,,,,8,36,93-41053-0A,,
2025-07-29 00:00:00,投過,A,93E125080021,93-80211-301,cPCIS-6235R/64,2025-08-06 00:00:00,2025-07-25 00:00:00,30,15,21,5,67,,,,75,1005,93-80211-30,,
2025-07-29 00:00:00,投過,A,93E125060311,93-72102-100E,cPCIS-2632R,2025-08-05 00:00:00,2025-07-28 00:00:00,3,3,24,20,72,,,,60,216,93-72102-10,,
2025-07-29 00:00:00,,A,93N125070118,93-F0093-0030,Zoetis Vetscan HUB-US,2025-08-12 00:00:00,2025-07-23 00:00:00,450,50,21,25,35,,,,1250,1750,93-F0093-00,,
2025-07-29 00:00:00,投過,A,93E125050009,93-F0091-004E,Capsule Axon 2 – 1-port,2025-08-15 00:00:00,2025-07-28 00:00:00,420,120,18,0,9,,,,0,1080,93-F0091-00,,
2025-07-29 00:00:00,投過,A,93E125070113,93-99780-850E,ADi-SA2X-CF-BABS/Aurify w/o GPU/16GB,2025-08-05 00:00:00,2025-07-28 00:00:00,7,7,18,0,39.6,,,,0,277.2,93-99780-85,,
2025-07-29 00:00:00,投過,E,93N125070243,93-P7000-B310,IM-215H,2025-08-01 00:00:00,2025-07-28 00:00:00,10,10,,,22.5,TP-ASSY,,,0,225,93-P7000-B3,,
2025-07-29 00:00:00,投過,A,93E125070337,93-D2102-020E,"MLC-M109, Biomedica",2025-08-04 00:00:00,2025-07-28 00:00:00,9,9,21,4.9,27.6,,,上午組客人要看,44.1,248.4,93-D2102-02,,
2025-07-29 00:00:00,未投過,A,93E125080070,IPC-117N5-U021,RK620W-13E4-E43_IU021,2025-08-05 00:00:00,2025-07-28 00:00:00,2,2,21,4,54,,,"裝置驚嘆號異常,目前PM已請IST RD & DQAC 進行確認",8,108,IPC-117N5-U,,7/21延到7/29
2025-07-29 00:00:00,,A,93E125060507,93-41052-2A1E-10,MVP-5209RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-08-12 00:00:00,2025-07-28 00:00:00,7,7,21,6.7,29,,,,46.9,203,93-41052-2A,,
2025-07-29 00:00:00,未投過,A,93E125070167,93-99B00-705E,AADP-64-BCM 4x10G,2025-08-08 00:00:00,2025-07-28 00:00:00,1,1,18,0,6,,,1+N,0,6,93-99B00-70,,
2025-07-29 00:00:00,未投過,A,93E125060402,IPC-117N5-U021,RK620W-13E4-E43_IU021,2025-08-05 00:00:00,2025-07-28 00:00:00,5,5,21,,30,,,,0,150,IPC-117N5-U,,
2025-07-29 00:00:00,未投過,A,93N125070346,93-F0107-0030,ADi-SMXE-211/Everi,2025-08-13 00:00:00,2025-08-04 00:00:00,100,1,21,5,30,,,1+N,5,30,93-F0107-00,,
2025-07-29 00:00:00,,A,93E125070381,T93-13020-0300007,T93-13020-0300007,2025-08-04 00:00:00,2025-07-25 00:00:00,1,1,,4,54,,,,4,54,T93-13020-0,,
2025-07-29 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-29 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-29 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
7/29 (二)   加工3 主線12  (6900) 測試支援1人  7/21~8/2組裝返菲*1 ,,,,,,,,,,315,,,,9963.5,當日總工時,2004.9,7643.599999999999,,,
,,,,,,,,,,315,,,,9652,IPC,1980.9,7356.099999999999,,,
,,,,,,,,,預計生產,0,,,,311.5,IDS,24,287.5,,,
,,,,,,,,,307,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,投過,A,93N125050554,93-70431-A020,PXES-2785,2025-08-06 00:00:00,2025-07-23 00:00:00,29,29,27,14,60,,,,406,1740,93-70431-A0,,
2025-07-30 00:00:00,投過,A,93E125080021,93-80211-301,cPCIS-6235R/64,2025-08-06 00:00:00,2025-07-25 00:00:00,30,15,21,5,67,,,,75,1005,93-80211-30,,
2025-07-30 00:00:00,,A,93E125060509,93-41053-0A1E-10,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,2025-08-12 00:00:00,2025-07-25 00:00:00,42,10,24,8,36,,,,80,360,93-41053-0A,,
2025-07-30 00:00:00,投過,E,93N125070445,93-P2100-2A10,STC2-10WP-E3950-AL,2025-08-05 00:00:00,2025-07-28 00:00:00,4,4,27,6,12.5,,,,24,50,93-P2100-2A,,
2025-07-30 00:00:00,投過,A,93N125070118,93-F0093-0030,Zoetis Vetscan HUB-US,2025-08-12 00:00:00,2025-07-23 00:00:00,450,30,21,25,35,,,,750,1050,93-F0093-00,,
2025-07-30 00:00:00,投過,A,93N125080039,93-41045-E140,Dell Embedded Gateway EGW-5200-0XTJF4,2025-08-06 00:00:00,2025-07-28 00:00:00,10,10,30,20.3,28.8,,,,203,288,93-41045-E1,,
2025-07-30 00:00:00,投過,A,93E125050009,93-F0091-004E,Capsule Axon 2 – 1-port,2025-08-15 00:00:00,2025-07-28 00:00:00,420,120,,0,9,,,,0,1080,93-F0091-00,,
2025-07-30 00:00:00,投過,A,93E125060508,APC-NT081-0010,APC-NT081-0000,2025-08-05 00:00:00,2025-07-29 00:00:00,1,1,21,4,54,,,,4,54,APC-NT081-0,,
2025-07-30 00:00:00,未投過,A,93E125070266,93-DN000-010E,MLB-3100-i5-12500E/M16GB/512G/A1000,2025-08-14 00:00:00,2025-07-17 00:00:00,6,1,18,5,59.95,,,1+N,5,59.95,93-DN000-01,,
2025-07-30 00:00:00,未投過,A,93E125070218,TPC-41041-0630,TPC-41041-0630(MXE-1501),2025-08-05 00:00:00,2025-07-23 00:00:00,29,13,18,0,30,,,缺93,0,390,TPC-41041-0,,
2025-07-30 00:00:00,投過,A,93E125070335,IPC-1170T-0011,RK620W-M47H_I0011,2025-08-06 00:00:00,2025-07-23 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170T-0,,
2025-07-30 00:00:00,投過,A,93E125050204,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-08-11 00:00:00,2025-07-25 00:00:00,172,50,27,12,25,,,,600,1250,93-98002-11,,
2025-07-30 00:00:00,未投過,A,93E125070323,T93-13020-0100003,T93-13020-0100003,2025-08-05 00:00:00,2025-07-29 00:00:00,1,1,,4,54,,,,4,54,T93-13020-0,,
2025-07-30 00:00:00,未投過,A,93E125070268,93-F0128-003E,ADi-SA3X-AD-Everi,2025-08-04 00:00:00,2025-07-28 00:00:00,1,1,18,0,28,,,,0,28,93-F0128-00,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-30 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
7/30 (三)   加工3 主線12  (6900) 測試支援1人  7/21~8/2組裝返菲*1 ,,,,,,,,,,273,,,,9890.95,當日總工時,2155,7462.95,,15.454609375,
,,,,,,,,,,246,,,,9839.95,IPC,2131,7462.95,,,
,,,,,,,,,預計生產,27,,,,51,IDS,24,0,,,
,,,,,,,,,286,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,未投過,A,93E125010371,93-99B00-935E,I-AADP-128-BCM 4x10G,2025-08-11 00:00:00,2025-07-25 00:00:00,4,1,18,0,6,,,1+N,0,6,93-99B00-93,,
2025-07-31 00:00:00,投過,A,93R125070150,IPC-100N5-U023,RK410W-13E4-E43_IU023,2025-08-04 00:00:00,2025-07-23 00:00:00,3,3,,,54,,,,0,162,IPC-100N5-U,,
2025-07-31 00:00:00,投過,A,93E125050204,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-08-11 00:00:00,2025-07-25 00:00:00,172,50,27,12,25,,,,600,1250,93-98002-11,,
2025-07-31 00:00:00,投過,A,93E125050009,93-F0091-004E,Capsule Axon 2 – 1-port,2025-08-15 00:00:00,2025-07-28 00:00:00,420,180,,0,9,,,,0,1620,93-F0091-00,,
2025-07-31 00:00:00,未投過,A,93E125040341,93-99751-110E,FRONT PANEL ASSEMBLY II BT2 ADLINK/PROTO,2025-08-06 00:00:00,2025-07-22 00:00:00,23,22,18,0,15.2,,,1+N,0,334.4,93-99751-11,,
2025-07-31 00:00:00,未投過,A,93N125070475,93-41055-0430,MXE-231/M8G/512G/Win10,2025-08-12 00:00:00,2025-07-18 00:00:00,3,2,18,0,16.5,,,1+N,0,33,93-41055-04,,
2025-07-31 00:00:00,未投過,A,93E125070303,TPC-41041-0630,TPC-41041-0630(MXE-1501),2025-08-05 00:00:00,2025-07-30 00:00:00,16,16,18,0,30,,,,0,480,TPC-41041-0,,
2025-07-31 00:00:00,未投過,A,93E125070304,TPC-41041-0630,TPC-41041-0630(MXE-1501),2025-08-05 00:00:00,2025-07-30 00:00:00,5,5,18,0,30,,,,0,150,TPC-41041-0,,
2025-07-31 00:00:00,投過,A,93N125070118,93-F0093-0030,Zoetis Vetscan HUB-US,2025-08-12 00:00:00,2025-07-23 00:00:00,450,70,21,25,35,,,,1750,2450,93-F0093-00,,
2025-07-31 00:00:00,未投過,A,93E125080177,93-F0133-000E,ADM-Q55LX,2025-08-05 00:00:00,2025-07-30 00:00:00,10,10,18,0,28,,,,0,280,93-F0133-00,,
2025-07-31 00:00:00,投過,A,RMA125070004,AG-M9502A-CFG002,M9502A-CFG002,2025-08-05 00:00:00,,1,1,,,30,,,,0,30,AG-M9502A-C,,
2025-07-31 00:00:00,投過,A,93E125080155,IPC-100N7-T000,RK410W-13E2-E47_IT000,2025-08-07 00:00:00,2025-07-23 00:00:00,10,10,21,4,54,,,,40,540,IPC-100N7-T,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-07-31 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
7/31 (四)       加工3 主線12  (6900) 測試支援1人 7/21~8/2組裝返菲*1 ,,,,,,,,,,177,,,,9902.4,當日總工時,2390,7335.4,,15.4725,
,,,,,,,,,,,,,,,IPC,,,,,
,,,,,,,,,預計生產,,,,,,IDS,,,,,
,,,,,,,,,370,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-08-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-01 00:00:00,投過,A,93N125070288,AG-M9019A-CFG001A5,M9019A_A5,2025-08-25 00:00:00,2025-07-21 00:00:00,30,10,,75,76.3,,,,750,763,AG-M9019A-C,,
2025-08-01 00:00:00,投過,A,93E125080238,93-F0091-104E,Capsule Axon 2 – 4-port,2025-08-18 00:00:00,2025-07-23 00:00:00,540,120,18,0,9,,,,0,1080,93-F0091-10,,
2025-08-01 00:00:00,未投過,A,93R125070165,93-41062-5010,MXE-310/770P/M8G,,,9,9,,,5,,,,0,45,93-41062-50,,
2025-08-01 00:00:00,投過,A,93E125050204,93-98002-111E,ADi-SA3X-CL-EABF/AGS,2025-08-11 00:00:00,2025-07-25 00:00:00,172,50,27,12,25,,,,600,1250,93-98002-11,,
2025-08-01 00:00:00,未投過,A,93E125070351,93-F0128-003E,ADi-SA3X-AD-Everi,2025-08-06 00:00:00,2025-07-28 00:00:00,29,29,18,0,28,,,,0,812,93-F0128-00,,
2025-08-01 00:00:00,投過,A,93N125070118,93-F0093-0030,Zoetis Vetscan HUB-US,2025-08-12 00:00:00,2025-07-23 00:00:00,450,50,21,25,35,,,,1250,1750,93-F0093-00,,
2025-08-01 00:00:00,,E,93R125080009,93-P6000-2120,"OM-101 W/adapter,HDMI,USB Cable,Clip",2025-09-16 00:00:00,2025-07-24 00:00:00,1,1,,,12.5,,,,,12.5,93-P6000-21,,
2025-08-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-01 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
8/1 (五)  加工3 主線12  (6900) 測試支援1人  7/21~8/2組裝返菲*1 ,,,,,,,,,,84,,,,8396.5,當日總工時,2600,5712.5,,13.11953125,
,,,,,,,,,,66,,,,7566.5,IPC,2600,4900.5,,,
,,,,,,,,,預計生產,18,,,,830,IDS,0,812,,,
,,,,,,,,,639,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-08-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-02 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
8/2  (六)   加工3 主線12  (6900) 測試支援1人  7/21~8/2組裝返菲*1 ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,,
,,,,,,,,,0,,,,,,日班當日工時,,0,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-08-03 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-08-03 00:00:00,,B,,,,,,,,,,,,,,0,0,,,
2025-08-03 00:00:00,,B,,,,,,,,,,,,,,0,0,,,
2025-08-03 00:00:00,,B,,,,,,,,,,,,,,0,0,,,
8/3 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,,
,,,,,,,,,0,,,,,,日班當日工時,,,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,,
