Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,日期,2024-12-30 00:00:00,Unnamed: 24,2024-12-31 00:00:00,Unnamed: 26,2025-01-01 00:00:00,Unnamed: 28,2025-01-02 00:00:00,Unnamed: 30,2025-01-03 00:00:00,Unnamed: 32,2025-01-04 00:00:00,Unnamed: 34,2025-01-05 00:00:00,Unnamed: 36,2025-01-06 00:00:00,Unnamed: 38,2025-01-07 00:00:00,Unnamed: 40,2025-01-08 00:00:00,Unnamed: 42,2025-01-09 00:00:00,Unnamed: 44,2025-01-10 00:00:00,Unnamed: 46,2025-01-11 00:00:00,Unnamed: 48,2025-01-12 00:00:00,Unnamed: 50,2025-01-13 00:00:00,Unnamed: 52,2025-01-14 00:00:00,Unnamed: 54,2025-01-15 00:00:00,Unnamed: 56,2025-01-16 00:00:00,Unnamed: 58,2025-01-17 00:00:00,Unnamed: 60,2025-01-18 00:00:00,Unnamed: 62,2025-01-19 00:00:00,Unnamed: 64,2025-01-20 00:00:00,Unnamed: 66,2025-01-21 00:00:00,Unnamed: 68,2025-01-22 00:00:00,Unnamed: 70,2025-01-23 00:00:00,Unnamed: 72,2025-01-24 00:00:00,Unnamed: 74,2025-01-25 00:00:00,Unnamed: 76,2025-01-26 00:00:00,Unnamed: 78,2025-01-27 00:00:00,Unnamed: 80,2025-01-28 00:00:00,Unnamed: 82,2025-01-29 00:00:00,Unnamed: 84,2025-01-30 00:00:00,Unnamed: 86,2025-01-31 00:00:00,Unnamed: 88,2025-02-01 00:00:00,Unnamed: 90,2025-02-02 00:00:00,Unnamed: 92,2025-02-03 00:00:00,Unnamed: 94,2025-02-04 00:00:00,Unnamed: 96,2025-02-05 00:00:00,Unnamed: 98,2025-02-06 00:00:00,Unnamed: 100,2025-02-07 00:00:00,Unnamed: 102,2025-02-08 00:00:00,Unnamed: 104,2025-02-09 00:00:00,Unnamed: 106,2025-02-10 00:00:00,Unnamed: 108,2025-02-11 00:00:00,Unnamed: 110,2025-02-12 00:00:00,Unnamed: 112,2025-02-13 00:00:00,Unnamed: 114,2025-02-14 00:00:00,Unnamed: 116,2025-02-15 00:00:00,Unnamed: 118,2025-02-16 00:00:00,Unnamed: 120,2025-02-17 00:00:00,Unnamed: 122,2025-02-18 00:00:00,Unnamed: 124,2025-02-19 00:00:00,Unnamed: 126,2025-02-20 00:00:00,Unnamed: 128,2025-02-21 00:00:00,Unnamed: 130,2025-02-22 00:00:00,Unnamed: 132,2025-02-23 00:00:00,Unnamed: 134,2025-02-24 00:00:00,Unnamed: 136,2025-02-25 00:00:00,Unnamed: 138,2025-02-26 00:00:00,Unnamed: 140,2025-02-27 00:00:00,Unnamed: 142,2025-02-28 00:00:00,Unnamed: 144,2025-03-01 00:00:00,Unnamed: 146,2025-03-03 00:00:00,Unnamed: 148,2025-03-04 00:00:00,Unnamed: 150,2025-03-05 00:00:00,Unnamed: 152,2025-03-06 00:00:00,Unnamed: 154,2025-03-07 00:00:00,Unnamed: 156,2025-03-08 00:00:00,Unnamed: 158
,,水洗領料,55R125020010,55-77513-0030,ECAR-EVE-CF,128,2025-02-18 00:00:00,2025-02-19 00:00:00,板卡領AN77,2025-02-18 00:00:00,每片32分(錫洞),,"(A)(8)TPMC異常: 水洗製程 接外包水洗PO: 3170004635入庫AN77,依水洗重工指導書重工,重工完入庫AY55 接組測包",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,50,500,78,780,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,BGA,59R125020095 ,59-31130-0120,cPCI-A3535ND2,6,2025-02-19 00:00:00,2025-02-25 00:00:00,板卡領AN77,2025-02-19 00:00:00,,,"(B)*1,(8) TPMC異常,更換:71-82590-00Z0 位置:PCH1",,,60,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,,,0,,,,0,,0,,0,,0,,0,,0,3,180,3,180,,0,,0,,0,,0,3,180,3,180,,0,,0,,0
,,一般重工,59R125020084,59-31130-0120,cPCI-A3535ND2,11,2025-02-20 00:00:00,2025-02-26 00:00:00,,2025-02-24 00:00:00,,,"(A),(5) DRC-Cindy,依重工指導書作業,標準測試",,,10,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,11,110,,0,,0,,0,,0,,0,11,0,,0,,0,,0
,,一般重工,59R125020069,59-65A59-0020,R4600-3A1 AFM board,1,2025-02-20 00:00:00,2025-02-26 00:00:00,,2025-02-18 00:00:00,,,"(A),(1) DRC-Ivy,ECN-002176,依重工指導書作業,標準測試",,,10,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,10,,0,,,,,,0,,0,1,0,,0,,0,,
,,一般重工,85R125020068,85-65A59-003C,"R4600-3A1 AFM board,CC",1,2025-02-20 00:00:00,2025-02-26 00:00:00,,2025-02-18 00:00:00,,,"(A),(1) DRC-Ivy,ECN-002176,依重工指導書作業,標準測試",,,10,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,10,,0,,,,,,0,,0,1,0,,0,,0,,
,,BGA,85R125020099,85-31131-1110,cPCI-3640T/6413E/M32G/S40,3,2025-02-20 00:00:00,2025-02-26 00:00:00,,2025-02-20 00:00:00,,,"(B)*2,(9),DRC-Candace,DEV-0053603,依重工指導書作業 入A77",,,120,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,360,,0,,,,,,0,,0,3,0,,0,,0,,
,,一般重工,55R125030010,55-38221-000E,xeBP-2596,1,2025-02-21 00:00:00,2025-02-25 00:00:00,5樓DIP壓接,2025-02-20 00:00:00,,,"DEV-0053596,(A),(9),IST-Emma,請依重工指導書內容作業",,,10,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,,,0,,,,0,,0,,0,,0,,0,,0,1,10,,0,,0,,0,,0,,0,1,10,,0,,0,,0,,0
,,BGA,55R125020092,55-72519-002E,LEC-ALN-i3N305-8G-64G-CT,10,2025-02-21 00:00:00,2025-02-26 00:00:00,,2025-02-19 00:00:00,,,"(B*1),(8) TPMC, 60-72519-F020燒錄異常, 更換",,,60,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,4,240,6,360,,0,,0,,0,,0,4,240,6,360,6,360,,0
,,BGA,55R125020093,55-72519-Y02E,LEC-ASL-x7433RE-8G-64G-ER,3,2025-02-21 00:00:00,2025-02-27 00:00:00,,2025-02-19 00:00:00,,,"(B*1),(8) TPMC, 60-72519-F020燒錄異常, 更換",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,180,,,,,,0,,0,,0,3,0,3,0,,
,,BGA,55R125020094,55-72519-Z02E,LEC-ASL-x7835RE-8G-64G-ER,1,2025-02-21 00:00:00,2025-02-25 00:00:00,,2025-02-19 00:00:00,,,"(B*1),(8) TPMC, 60-72519-F020燒錄異常, 更換",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,0,,,,,,0,1,60,,0,,0,,0,,
,,一般重工,55R125030011,55-19701-0020,EMU-200L CB,99,2025-02-21 00:00:00,2025-02-27 00:00:00,,2025-02-20 00:00:00,,,"(A),(4),IST-Elsa,請依重工指導書內容作業,請更換版次",,,5,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,99,495,,0,,0,,0,,0,,0,99,495,99,495,,0
,,一般重工,59R125020073,59-72221-2120,cExpress-MTL-135U/UNI,1,2025-02-18 00:00:00,2025-02-25 00:00:00,,2025-02-16 00:00:00,,,"(A)(1)Com-Clare,ECN-003040,依重工指導書重工",,,10,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,1,10,,0,,0,,0,,0,,0,1,10,,0,,0,,0,,0
,,支援Sorting 1人,支援Sorting 1人,32-20113-2000,LGA1156 2U Cooler,,,2025-02-11 00:00:00,2025-02-20 00:00:00,,,,"小白盒打開取出風扇>>檢查背板外觀後座交換/風扇依序放回盒內,小白盒蓋回並裝箱完成後,SQA Roger解MES HOLD並開預留單轉回",,,1,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,,,0,,,0,0,,0,,0,,0,100,100,,,,0,,,,,,,,,,,,,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,支援Sorting 1人,支援Sorting 1人,32-20113-2000,LGA1156 2U Cooler,,,2025-02-19 00:00:00,2025-02-20 00:00:00,,,,"小白盒打開取出風扇>>檢查背板外觀後座交換/風扇依序放回盒內,小白盒蓋回並裝箱完成後,SQA Roger解MES HOLD並開預留單轉回",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,0,0,,,,,,0,,,,,,,,,500,500,299,299,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,BGA,59R125020058,59-37581-3010,DB-3SSD/B/NTPM,1,2025-02-13 00:00:00,2025-02-19 00:00:00,,2025-02-13 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25020500125,Component Verification,品號:76-053F8-30R0,位置: U302",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,
,,水洗領料,59R125020014,59-72131-1280,Express-CF-i5-8400H/BK,128,2025-02-13 00:00:00,2025-02-15 00:00:00,,2025-02-13 00:00:00,每片5分,,"(A)(8)TPMC異常: 水洗製程 接外包水洗PO: 3170004636 入庫AN77,依水洗重工指導書重工,重工完入庫AY55 接組測包",,,10,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,128,1280,,,,0,,,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,DIP壓接,91R125020044,58-99558-000E,simple pack for CSA-7211 MB C621,1,2025-02-12 00:00:00,2025-02-17 00:00:00,DIP壓接,2025-02-13 00:00:00,,,"(A),(8) TPMC異常,更換:21-D1000-1800 位置:CN7,CN8 ,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,
,,BGA,59R125020020,59-73301-003E,COM-HPC-cRLS-R680E,1,2025-02-12 00:00:00,2025-02-17 00:00:00,板卡領AN77,2025-02-11 00:00:00,,,"(B*1),(9) COM-Cindy,依重工指導書重工,重工完成後入AN77",,,60,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,1,60,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,BGA,85R125020054,85-72220-221E,ASH-cExpress-ALN-N97-8G/Mettler,1,2025-02-14 00:00:00,2025-02-20 00:00:00,板卡領AN77,2025-02-13 00:00:00,,,"(B*1) (9) COM-Jessie,依重工指導書重工,重工完成後入AN77",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,60,,,,,,,,,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,
,,一般重工,85R125020056,85-32204-001C,"RCPU-100,CC",9,2025-02-14 00:00:00,2025-02-18 00:00:00,,2025-02-12 00:00:00,,,"(A),(1) DRC-Candace,DCN-063380+DCN-063446,內容無變更換標籤",,,5,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,9,45,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,一般重工,55R125020057,55-66005-014E,ABAXIS CARRIER - TEST A4.1,1,2025-02-14 00:00:00,2025-02-18 00:00:00,板卡領AN77,2025-02-12 00:00:00,,,"(A)(4)COM-Winnie,依重工指導書重工",,,10,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,1,10,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,BGA,55R125020062,55-63650-003E,Peacock TBT Mezz,1,2025-02-14 00:00:00,2025-02-25 00:00:00,板卡領AN77,2025-02-13 00:00:00,,,"DEV-0053539,(B*1),(9),IST-Emma,請依重工指導書內容作業",,,60,,,,,,,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,1,60,,0,,0,,0,,0,,0,,0,1,60,,0,,0,,0,,0,,0,1,60,,0,,0,,0,,0
,,BGA,59R125020066,59-72306-2540,nanoX-AL-E3930-2G-WT/Astro,6,2025-02-14 00:00:00,2025-02-25 00:00:00,板卡領AN77,2025-02-13 00:00:00,,,"(B*1),(4)COM-Jessie*8005,驗證EOL替代料 72-06429-29Z0,依重工指導書重工,產出入AN77",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,6,360,,0,,0,,,,,,0,6,360,,0,,0,,0,,
