Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,日期,2025-03-01 00:00:00,Unnamed: 24,2025-03-02 00:00:00,Unnamed: 26,2025-03-03 00:00:00,Unnamed: 28,2025-03-04 00:00:00,Unnamed: 30,2025-03-05 00:00:00,Unnamed: 32,2025-03-06 00:00:00,Unnamed: 34,2025-03-07 00:00:00,Unnamed: 36,2025-03-08 00:00:00,Unnamed: 38,2025-03-09 00:00:00,Unnamed: 40,2025-03-10 00:00:00,Unnamed: 42,2025-03-11 00:00:00,Unnamed: 44,2025-03-12 00:00:00,Unnamed: 46,2025-03-13 00:00:00,Unnamed: 48,2025-03-14 00:00:00,Unnamed: 50,2025-03-15 00:00:00,Unnamed: 52,2025-03-16 00:00:00,Unnamed: 54,2025-03-17 00:00:00,Unnamed: 56,2025-03-18 00:00:00,Unnamed: 58,2025-03-19 00:00:00,Unnamed: 60,2025-03-20 00:00:00,Unnamed: 62,2025-03-21 00:00:00,Unnamed: 64,2025-03-22 00:00:00,Unnamed: 66,2025-03-23 00:00:00,Unnamed: 68,2025-03-24 00:00:00,Unnamed: 70,2025-03-25 00:00:00,Unnamed: 72,2025-03-26 00:00:00,Unnamed: 74,2025-03-27 00:00:00,Unnamed: 76,2025-03-28 00:00:00,Unnamed: 78,2025-03-29 00:00:00,Unnamed: 80,2025-03-30 00:00:00,Unnamed: 82,2025-03-31 00:00:00,Unnamed: 84
,,一般重工,55R125030128,55-R1004-0010,"ROScube-X, w/ FPD-Link III, RQX-59F",7,2025-03-24 00:00:00,2025-03-26 00:00:00,,2025-03-21 00:00:00,,,"(A),(1) ECP-May, PN-190232, C4",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,70,,0,,,,,,,,
,,一般重工,91R125030129,91-72221-1010,cExpress-MTL-155H,3,2025-03-24 00:00:00,2025-03-27 00:00:00,,2025-03-21 00:00:00,,,"(1)(A)COM-Clare,過C4,更換版次標籤,Change egineering verision lable,PN-190166",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,20,,,,,,,,
,,一般重工,55R125030144,55-32208-0010,ADM-AL30 Power board,2,2025-03-25 00:00:00,2025-03-26 00:00:00,,2025-03-25 00:00:00,,,"(A),(1) NCA-Chloe,PN-188332,C4,換標籤",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,0,,,,,,,,
,,BGA,59R125040021,59-37581-3010,DB-3SSD/B/NTPM,1,2025-03-26 00:00:00,2025-03-27 00:00:00,,2025-03-26 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25031700227,Component Verification,品號:76-053F8-30R0,位置: U302",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,
,,BGA,59R125040022,59-72210-1260,cExpress-BT2-E3827/Abaxis,1,2025-03-26 00:00:00,2025-03-27 00:00:00,,2025-03-26 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25031700227,Component Verification,品號:76-053F8-30R0-A0ZO,位置: PU3",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,
,,BGA,91R125030081,91-72512-7120,LEC-iMX8MP-Q-2G-32G-CT/Zoetis,2,2025-03-17 00:00:00,2025-03-19 00:00:00,,2025-03-18 00:00:00,,,"(B*1)(1)COM-Claire, PN-183171& ECN-002934,依重工指導書作業&標準測試,更換版次標籤",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,120,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,55R125030101,55-72306-B080,nanoX-AL-E3950-4G/TPM2.0-WT,3,2025-03-18 00:00:00,2025-03-20 00:00:00,,2025-03-18 00:00:00,,,"(B*1),(4)COM-Jessie*8005,驗證替代料 72-04064-29Z0,依重工指導書重工,產出入AN77",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,180,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,55R125030122,55-72516-601E,LEC-MTK-I1200-4G-64G-BW-ER,10,,,,2025-03-20 00:00:00,,,"(A), (1) COM-Claire, DEV-0053927, 只要換版次貼紙就好, 與RD確認不影響板子功能還有出貨問題",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,,,,0,,0,,,,,,,,
,AN77,一般重工,55R125030116,55-72222-000E,cExpress-RLP-i7-13800HRE-64G,1,2025-03-21 00:00:00,2025-03-24 00:00:00,,2025-03-21 00:00:00,,,"(A),(9) COM-Cindy,依重工指導書重工,重工後入AN77",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,0,,,,,,,,
,AN77,一般重工,55R125030117,55-72222-300E,cExpress-RLP-i7-1365URE-8G,1,2025-03-21 00:00:00,2025-03-24 00:00:00,,2025-03-21 00:00:00,,,"(A),(9) COM-Cindy,依重工指導書重工,重工後入AN77",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030126,59-33327-0010,ADM-AL30 BP board,26,2025-03-24 00:00:00,2025-03-27 00:00:00,,2025-03-24 00:00:00,,,"(A),(1) NCA-Chloe,PN-188332,C4,換標籤",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,260,,,,,,,,
,,一般重工,59R125030132,59-32022-0010,ADM-AL30 AFM board,24,2025-03-24 00:00:00,2025-03-26 00:00:00,,2025-03-24 00:00:00,,,"(A),(1) NCA-Chloe,PN-188332,C4,換標籤",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,240,,0,,,,,,,,
,AN77,BGA,55R125030085,55-19700-5010,SDAQ-210 Series CB,1,2025-03-14 00:00:00,2025-03-18 00:00:00,,2025-03-13 00:00:00,,,"(B*1),(4),IST-Elsa,請依重工指導書內容作業",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,91R125030079,91-72219-0050,cExpress-AR-V2748,1,2025-03-13 00:00:00,2025-03-17 00:00:00,,2025-03-12 00:00:00,,,"(B*1)(5)LC-Karen,庫存改機,FOR訂單,COM改機,91-72219-2040重工到91-72219-0050,依重工指導書重, 標準測試",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,59R125030082,59-72512-7120,LEC-iMX8MP-Q-2G-32G-CT/Zoetis,5,2025-03-17 00:00:00,2025-03-19 00:00:00,,2025-03-18 00:00:00,,,"(B*1)(1)COM-Claire, PN-183171& ECN-002934,依重工指導書作業&標準測試,更換版次標籤",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,300,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,59R125030105,59-72121-A680,Express-IBR-i7-3517UE/Td,1,2025-03-18 00:00:00,2025-03-20 00:00:00,,2025-03-18 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25031700032,品號:71-0QM77-00Z0-A0C2,D/C:2025,位置: U3,拆下來的料需植球入庫再使用",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,60,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,59R125030104,59-72121-A680,Express-IBR-i7-3517UE/Td,1,2025-03-18 00:00:00,2025-03-20 00:00:00,,2025-03-18 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25031700032,品號:71-03517-00U0-A0C2,D/C:2312,位置: U1,拆下來的料需植球入庫再使用",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,59R125030103,59-72121-A680,Express-IBR-i7-3517UE/Td,1,2025-03-18 00:00:00,2025-03-20 00:00:00,,2025-03-18 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25031700032,品號:71-03517-00U0-A0C2,D/C:2307,位置: U1,拆下來的料需植球入庫再使用",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,91R125030102,91-38205-2010,PXIe-9529H,3,2025-03-18 00:00:00,2025-03-20 00:00:00,,2025-03-18 00:00:00,,,"(A),(1),IST-Elsa,C4,PN-189811,更換版次標籤,請更換版次",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030108,59-72220-2010,cExpress-ALN-N97-4G,4,2025-03-19 00:00:00,2025-03-21 00:00:00,,2025-03-18 00:00:00,,,"(1)(A)COM-Jessie, 過C4,更換版次標籤,Change egineering verision lable,PN-190294",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,55R125030115,55-66035-801E,Redflex Nirvana carrier board 2.0,6,2025-03-20 00:00:00,2025-03-21 00:00:00,,2025-03-20 00:00:00,,,"(A),(1) COM-Winnie, DCN-063902, 依重工指導書重工, 更換版次",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,,,,,,,,,,0,,0,,,,,,,,
,AN77,BGA,55R125030087,55-38010-000E,PXIe-9908_CB,1,2025-03-14 00:00:00,2025-03-18 00:00:00,,2025-03-13 00:00:00,,,"(B*1),(4),IST-Elsa,請依重工指導書內容作業",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,AN77,BGA,55R125030088,55-19701-B00E,ELK-102 CB,1,2025-03-14 00:00:00,2025-03-18 00:00:00,,2025-03-13 00:00:00,,,"(B*1),(4),IST-Elsa,請依重工指導書內容作業",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,AN77,BGA,55R125030092,55-72307-0020,nanoX-EL-x6425E-2G,1,2025-03-17 00:00:00,2025-03-18 00:00:00,,2025-03-14 00:00:00,,,"(B*1),(4)COM-Jessie*8005,72-03229-19Z0 EOL, 驗證替代料 72-04032-59Z0,依重工指導書重工,產出入AN77",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,AN77,BGA,55R125030091,55-72307-5050,nanoX-EL-x6425E-8G,2,2025-03-17 00:00:00,2025-03-18 00:00:00,,2025-03-14 00:00:00,,,"(B*1),(4)COM-Jessie*8005,72-03229-19Z0 EOL, 驗證替代料 72-04032-59Z0,依重工指導書重工,產出入AN77",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030096,59-14210-1110,"EOS-JNX-G carrier, AT Mode",6,2025-03-18 00:00:00,2025-03-19 00:00:00,,2025-03-17 00:00:00,,,"(A),(5),IST-Natasha,庫存改機,FOR訂單,IST改機 59-14210-1010->59-14210-1110,依重工指導書重工,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,,,,,,,,,,,,,,0,,0,,,,,,,,
,,加工別,59N125020492,59-A1032-0020,MLC-S ADL MB,102,2025-03-17 00:00:00,2025-03-19 00:00:00,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,612,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030083,59-A1033-1020,"SP2-IMX8-Q, 2GB, 32GB, 12V, CT2",5,2025-03-14 00:00:00,2025-03-18 00:00:00,,2025-03-13 00:00:00,,,"(A),(1) EV-Agnes,ECN-002529,依重工指導書重工",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,55R125030078,55-65303-0310,cPCI-3E10CSV2,1,2025-03-13 00:00:00,2025-03-17 00:00:00,,2025-03-13 00:00:00,,,"(A),(1) DRC-Michael,PN-189944,C4,換標籤",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,0,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,55R125030080,55-66049-0010,ECAR-SKW,2,2025-03-13 00:00:00,2025-03-17 00:00:00,,2025-03-12 00:00:00,,,"(1)(A)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-189352",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,0,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,55R125030072,55-79425-001E,AST26000-RunBMC,2,2025-03-11 00:00:00,2025-03-12 00:00:00,,2025-03-11 00:00:00,,,"(A),(9) COM-Jessie,依重工指導書重工,重工後入AN77",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030073,59-73301-0010,COM-HPC-cRLS-R680E-4DIMM,17,2025-03-11 00:00:00,2025-03-12 00:00:00,,2025-03-11 00:00:00,,,"(1)(A)COM-Cindy, 過C4,更換版次標籤,Change egineering verision lable,PN-188614",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,170,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,91R125030065,91-38008-0040,PXIe-3987/M8G/SSD,1,2025-03-10 00:00:00,2025-03-11 00:00:00,,2025-03-10 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25030500043,Component Verification,品號:71-08749-00Z0,D/C:過期2231,位置: U3",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,91R125030062,91-38008-0040,PXIe-3987/M8G/SSD,1,2025-03-10 00:00:00,2025-03-11 00:00:00,,2025-03-10 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25030500043,Component Verification,品號:71-08749-00Z0,D/C:2304,位置: U3",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,91R125030049,58-99609-0010,Simple PACK of MVP-5200 AFM/3x 2.5GbE,23,2025-03-11 00:00:00,2025-03-12 00:00:00,,2025-03-10 00:00:00,,,"(1) EPM-Tanya,C4,更換版次標籤,Change egineering verision lable,PN-189954",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,230,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,重工跳線,59N125030120,59-77105-0030,Express-BASE7,6,2025-03-07 00:00:00,2025-03-10 00:00:00,,2025-02-24 00:00:00,,,59-77105-0030+91,,,10,,,,,,,,,,,,,,0,,0,,0,,0,,,,,6,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,85R125030024,85-63647-005E,W1312-60564,1,2025-03-03 00:00:00,2025-03-11 00:00:00,,2025-03-03 00:00:00,,,"DEV-0053730,(B*1),(4),IST-Emma,依重工指導書重工,請執行標準測試",,,60,,,,,,,,,,,,,,,,0,,0,,,,,,,,,1,60,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,55R125030040,55-65303-0210,cPCI-3E10CS,1,2025-03-07 00:00:00,2025-03-10 00:00:00,,2025-03-07 00:00:00,,,"(A),(1) DRC-Michael,PN-189943,C4 換標籤",,,10,,,,,,,,,,,,,,,,0,,,,,,,,,1,10,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,59R125030045,59-72501-8040,LEC-iMX62-C7-1G-4G-ER,1,2025-03-06 00:00:00,2025-03-10 00:00:00,,2025-03-06 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25030300207,Component Verification,品號:72-00044-29Z0,位置: U16",,,60,,,,,,,,,,,,,,,,,,,,0,,,,,1,60,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,BGA,59R125030051,59-7A100-5080,UNP AmITX-BT-I-E3815,1,,,,2025-03-07 00:00:00,,,"(B*1),(5), LC-Peter, for 訂單, 更換CPU 71-03845-02Z0 > 71-03815-02Z0, 移除DDR座 62-13262-2040",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,60,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030052,59-72519-Y010,LEC-ASL-x7433RE-8G-64G-ER,17,2025-03-06 00:00:00,2025-03-10 00:00:00,,2025-03-06 00:00:00,,,"(1)(A)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-189837",,,10,,,,,,,,,,,,,,0,,0,,0,,0,,,,,17,170,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,AN77,,91R125030042,91-37622-012D,"VPX3-MXM/RTX5000,HDMI,non-COMM,ETT,CC",1,2025-03-10 00:00:00,2025-03-11 00:00:00,,2025-03-06 00:00:00,,,"(A),(1) DRC-Ivy,ECN-002864,依重工指導書作業,標準測試",,,10,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,1,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,91R125030054,91-7C005-3030,EGX-MXM-A2000-8G-35W/Adlink logo,1,2025-03-10 00:00:00,2025-03-11 00:00:00,,2025-03-07 00:00:00,,,"(B*1)(5)EV-Maggie，庫存改機4030->3030,依重工指導書重工",,,60,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,1,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,55R125030029,55-72512-141E,LEC-iMX8MP-Q-N-8G-32G-BW-ER/Carrier,2,2025-03-04 00:00:00,2025-03-06 00:00:00,,2025-03-03 00:00:00,,,"(B),(2), COM-Claire, DEV-0053702, 驗證EOL替代料 (72-07064-29Z0由BU供料), 依重工指導書重工, 不須標準測試, 板卡領用AN77(預留單:0004656191-0001), 重工完後入庫AN77 BU領",,,60,,,,,,,,,,,,,,0,,0,2,120,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
