Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,日期,2025-04-01 00:00:00,Unnamed: 24,2025-04-02 00:00:00,Unnamed: 26,2025-04-03 00:00:00,Unnamed: 28,2025-04-04 00:00:00,Unnamed: 30,2025-04-05 00:00:00,Unnamed: 32,2025-04-06 00:00:00,Unnamed: 34,2025-04-07 00:00:00,Unnamed: 36,2025-04-08 00:00:00,Unnamed: 38,2025-04-09 00:00:00,Unnamed: 40,2025-04-10 00:00:00,Unnamed: 42,2025-04-11 00:00:00,Unnamed: 44,2025-04-12 00:00:00,Unnamed: 46,2025-04-13 00:00:00,Unnamed: 48,2025-04-14 00:00:00,Unnamed: 50,2025-04-15 00:00:00,Unnamed: 52,2025-04-16 00:00:00,Unnamed: 54,2025-04-17 00:00:00,Unnamed: 56,2025-04-18 00:00:00,Unnamed: 58,2025-04-19 00:00:00,Unnamed: 60,2025-04-20 00:00:00,Unnamed: 62,2025-04-21 00:00:00,Unnamed: 64,2025-04-22 00:00:00,Unnamed: 66,2025-04-23 00:00:00,Unnamed: 68,2025-04-24 00:00:00,Unnamed: 70,2025-04-25 00:00:00,Unnamed: 72,2025-04-26 00:00:00,Unnamed: 74,2025-04-27 00:00:00,Unnamed: 76,2025-04-28 00:00:00,Unnamed: 78,2025-04-29 00:00:00,Unnamed: 80,2025-04-30 00:00:00,Unnamed: 82,2025-05-01 00:00:00,Unnamed: 84
,AN77,BGA,59R125040123,59-A1036-003E,EMP-520 CB for Ultra 5,10,2025-04-28 00:00:00,2025-04-29 00:00:00,,2025-04-28 00:00:00,,,需1+N，(B*1)(1)EV-Renee，DCN-064296，60-A1036-B030 change to 60-A1036-B040,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,600,,,,
,,一般重工,91R125050014,91-19701-2210,EMU-210 with OCPP License,11,2025-04-25 00:00:00,2025-04-28 00:00:00,,2025-04-25 00:00:00,,,"(A),(1),IST-Elsa,C4,PN-191176,更換版次標籤,請更換版次",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,110,,,,,,
,,一般重工,59R125040106,59-7B501-0210,ADi-BSB1/Everi,9,2025-04-28 00:00:00,2025-04-29 00:00:00,,2025-04-28 00:00:00,,,"(A),(1)LC-Rory過C4,更換版次標籤PN-190772",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,90,,,,
,,BGA,59R125030167,59-77200-30E0,UNP ECAR-Seatex 2U Engine,9,,,4/10缺料,,,,"(B*1)(8)TPMC生產異常,更換C71-82546-01U0,位置U9",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,91R125040132,91-77A07-5010,I-Pi SMARC Plus X,1,2025-04-24 00:00:00,2025-04-28 00:00:00,,2025-04-22 00:00:00,,,"(A)(1)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-190375",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,
,,一般重工,59R125040099,59-72138-F210,Express-TL-i7-11850HE-VGA/Redflex,6,2025-04-24 00:00:00,2025-04-28 00:00:00,,2025-04-23 00:00:00,,,"(1)(A)COM-Clare, 過C4,更換版次標籤,Change egineering verision lable,,PN-188678",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,,,,,,
,,一般重工,91R125050018,91-14096-5030,SDAQ-204,10,2025-04-24 00:00:00,2025-04-30 00:00:00,,2025-04-23 00:00:00,,,"(A),(4),IST-Elsa,庫存改機,91-14096-7010改機為91-14096-5030,依重工指導書重工,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,,
,,一般重工,55R125050022,55-7A106-6610,AMSTX-CFP12-Q370/i7/M32G/S512G/D-Fend,2,2025-04-24 00:00:00,2025-04-30 00:00:00,,2025-04-24 00:00:00,,,"(A),(1) EPM-Pinky, 過C4,更換版次標籤,Change egineering verision lable,PN-190967",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,
,,BGA,85R125040138,85-A1027-3430,"SP-TGL,i5,PCAP,12V,TPM/MLC-M/Full IO",16,2025-04-24 00:00:00,2025-04-29 00:00:00,,2025-04-24 00:00:00,,,(B*1)(5)EV-Agnes，庫存改機3130->3430,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,240,12,720,,
,,BGA,55R125040110,55-72506-02A0,LEC-AL-E3930-4G-32G-eDP-CT/Qta,2,2025-04-22 00:00:00,2025-04-24 00:00:00,,2025-04-22 00:00:00,,,"(B*1), (2) COM-Claire, DEV-0054116, 驗證EOL eMMC替代料, 重工完後入庫AN77",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,,,,,,,,,,,,,
,,一般重工,59R125040098,59-72519-0010,LEC-ALN-i3N305-8G-64G-CT,9,2025-04-24 00:00:00,2025-04-28 00:00:00,,2025-04-23 00:00:00,,,"(1)(A)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-190796",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,90,,,,,,
,,BGA,59R125040112,59-A1033-2010,"SP2-IMX8-Q, 4GB, 32GB, 12-24V, WT1",1,2025-04-22 00:00:00,2025-04-24 00:00:00,,2025-04-22 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25041800110,品號:71-00088-04Z0,位置: U1",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,
,,一般重工,91R125040111,91-72137-0020,Express-ID7-D-1746TER,1,2025-04-22 00:00:00,2025-04-24 00:00:00,,2025-04-21 00:00:00,,,"(A)(5)LC-Karen,庫存改機,FOR訂單,COM改機,91-72137-5020->91-72137-0020,依重工指導書重工, 標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,
,DIP,一般重工,85R125040096,85-66822-101C,Redflex CCI Board Assembly,1,2025-04-22 00:00:00,2025-04-24 00:00:00,,2025-04-16 00:00:00,,,"(A)((8)維修需求,板卡重新Coating,依重工指導書重工.標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,
,,BGA,55R125040122,55-72506-1090,LEC-AL-E3940-4G-32G-ER,2,2025-04-22 00:00:00,2025-04-25 00:00:00,,2025-04-22 00:00:00,,,"(B*1), (2) COM-Claire,DEV-0054182 材料BU提供, 驗證EOL替代料, 重工完後入庫AN77倉BU領出",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,,,,,,,,,,,
,,BGA,55R125040121,55-72508-211E,LEC-PX30-Q-2G-16G-R/GEA,2,2025-04-22 00:00:00,2025-04-25 00:00:00,,2025-04-22 00:00:00,,,"(B*1), (2) COM-Claire,DEV-0054180 材料BU提供, 驗證EOL替代料, 重工完後入庫AN77倉BU領出",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,,,,,,,,,,,
,,BGA,55R125040120,55-72512-4110,LEC-iMX8MP-QL-2G-32G-ER,2,2025-04-22 00:00:00,2025-04-25 00:00:00,,2025-04-22 00:00:00,,,"(B*1), (2) COM-Claire,DEV-0054179 材料BU提供, 驗證EOL替代料, 重工完後入庫AN77倉BU領出",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,,,,,,,,,,,
,,BGA,55R125040119,55-72506-8040,LEC-AL-N3350-4G-16G-CT,1,2025-04-22 00:00:00,2025-04-24 00:00:00,,2025-04-22 00:00:00,,,"(B*1), (2) COM-Claire,DEV-0054175 材料BU提供, 驗證EOL替代料, 重工完後入庫AN77倉BU領出",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,
,,BGA,55R125040117,55-72512-4110,LEC-iMX8MP-QL-2G-32G-ER,1,2025-04-22 00:00:00,2025-04-24 00:00:00,,2025-04-22 00:00:00,,,"(B*1), (2) COM-Claire,DEV-0054174 材料BU提供, 驗證EOL替代料, 重工完後入庫AN77倉BU領出",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,0,,,,,,,,,,,,
,,一般重工,55R125040131,55-72519-Y010,LEC-ASL-x7433RE-8G-64G-ER,3,2025-04-22 00:00:00,2025-04-28 00:00:00,,2025-04-22 00:00:00,,,"(1)(A)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-189837",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,,,
,,BGA,55R125030025,55-72512-141E,LEC-iMX8MP-Q-N-8G-32G-BW-ER/Carrier,2,2025-03-04 00:00:00,2025-04-24 00:00:00,,2025-04-22 00:00:00,,,"(B),(2), COM-Claire, DEV-0053709,客人要驗證eMLC (BU供料), 依重工指導書重工, 不須標準測試, 板卡領用59-72512-141E (RY05), 重工成55-72512-141E入庫AN77 BU領走",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,,,,,,,,,,,,,
,,一般重工,ZSR125040114,60-38203-W310,"xeBP-2780L,0x28FF",40,2025-04-24 00:00:00,2025-04-25 00:00:00,,2025-04-24 00:00:00,,,"(4)ADLINK,加色點,綠(右下),Add color point,Green (Lower right)",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,200,,,,,,,,,,,,
,,一般重工,ZSR125040115,60-38203-W220,"xeBP-2780L,0x2BFF",40,2025-04-24 00:00:00,2025-04-25 00:00:00,,2025-04-24 00:00:00,,,"(4)ADLINK,加色點,綠(右下),Add color point,Green (Lower right)",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,200,,,,,,,,,,,,
,,BGA,55R125040103,55-72512-130E,LEC-iMX8MP-Q-N-4G-32G-BW-ER/ALCOM,1,2025-04-17 00:00:00,2025-04-22 00:00:00,,2025-04-17 00:00:00,,,"(B*1), (9) COM-Claire, RMA板子需要重工換新的一顆CPU來解客戶Bug, 板卡領用AN77(預留單:0004718975-0001), 重工完後入庫AN77",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,
,,BGA,55R125030170,55-67301-003E,GEHC Venue MPB Board,1,2025-03-31 00:00:00,2025-04-01 00:00:00,,2025-03-28 00:00:00,,,(B*1)(4)EV-Renee，依重工指導書重工(BU供料),,,60,,,,,,,1,60,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,91R125040081,91-72501-8030,LEC-iMX62-C7-1G-4G-ER,110,2025-04-14 00:00:00,2025-04-19 00:00:00,,2025-05-16 00:00:00,,,"(B*2),(1)COM-Claire#8882,ECN-003212,依重工指導書重工,標準測試",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,110,550,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,91R125040129,91-95381-0010,AI module kit for MXE-230,10,2025-04-23 00:00:00,2025-04-28 00:00:00,,2025-04-23 00:00:00,,,"(A)(1),ECP-May, 過C4,更換版次標籤,Change egineering verision lable,PN-191151",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,,,,,,
,,一般重工,55R125040088,55-77A07-5010,I-Pi SMARC Plus X,1,2025-04-15 00:00:00,2025-04-21 00:00:00,,2025-04-14 00:00:00,,,"(A)(1)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-190375",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,
,,一般重工,59R125040087,59-77A07-0050,I-Pi SMARC Plus,3,2025-04-14 00:00:00,2025-04-21 00:00:00,,2025-04-14 00:00:00,,,"(A)(1)Com-Claire,ECN-002653,依重工指導書重工.標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,,,,,,,,,,,,,,,,,
,,一般重工,59R125040084,59-73301-1110,COM-HPC-cRLS-i9-65W/KS,10,2025-04-14 00:00:00,2025-04-21 00:00:00,,2025-04-14 00:00:00,,,"(A),(1),IST-Emma,PN-190546,請更換版次",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,,,,,,,,,,,,,,,,,,,,
,,BGA,55R125040046,55-31426-1070,cPCI-6540V/9850HL/M16G,1,2025-04-11 00:00:00,2025-04-22 00:00:00,,2025-04-10 00:00:00,,,"(B)*1,(5) DRC-Michael,DEV-0053942,依重工指導書作業",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,,,,,,,,,,,,,,,,,
,,一般重工,59R125040063,59-72137-310E,Express-ID7-D-1715TER/S16G/Moment,2,2025-04-18 00:00:00,2025-04-18 00:00:00,,2025-04-18 00:00:00,,,"(A),(5) COM-Clare,依重工指導書重工",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,59R125040090,59-65625-0320,PWP-301-110Vin no IGN with 24Vout,9,2025-04-15 00:00:00,2025-04-21 00:00:00,,2025-04-14 00:00:00,,,"(A),(1) DRC-Ivy,ECN-003035,換標籤",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,45,,,,,,,,,,,,,,,,,,,,
,,水洗,55R125040005,55-77513-0030,ECAR-EVE-CF,64,2025-03-31 00:00:00,2025-04-14 00:00:00,請於4/15完成,2024-04-10 00:00:00,,,"(A)(8)TPMC異常: 水洗製程 接外包水洗PO: 3170004855入庫AN77,依水洗重工指導書重工,重工完入庫AY55 接組測包",,,32,,,,,,,,0,,,,,,,,,,,,,,0,,,,,0,0,,0,,,,0,,0,16,512,32,1024,16,512,,,,,,,,,,,,,,,,,,,,,,,,,,
,,水洗,59R125040006,59-72131-1280,Express-CF-i5-8400H/BK,64,2025-03-31 00:00:00,2025-04-11 00:00:00,請於4/11完成,2025-04-10 00:00:00,,,"(A)(8)TPMC異常: 水洗製程 接外包水洗PO: 3170004779 入庫AN77,依水洗重工指導書重工,重工完 接組測包",,,32,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,,,16,512,32,1024,16,512,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,RMA125030015,91-71116-463S,t2ETX-BT-E3815/Extel,47,2025-04-07 00:00:00,2025-04-14 00:00:00,2025-04-22 00:00:00,2025-04-02 00:00:00,,,"(6)RMA-Tyrion,R2503092,依RMA重工指導書重工",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,600,,0,,0,,0,10,600,,,,,10,600,10,600,7,,,,,,,,,,,,,,,,,
,,BGA,55R125040080,55-72220-221E,ASH-cExpress-ALN-N97-8G/Mettler,1,2025-04-14 00:00:00,2025-04-23 00:00:00,,2025-04-11 00:00:00,,,"(B*2),(9) COM-Jessie,依重工指導書重工,重工完成後入AN77",,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,120,,,,,,,,,,,,,,,,
,,BGA,59R125040073,59-72501-8050,LEC-iMX62-C7-1G-4G-ER,19,2025-04-14 00:00:00,2025-04-19 00:00:00,,2025-05-16 00:00:00,,,"(B*2)(1)Com-Claire,ECN-003212,依重工指導書重工, 標準測試",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,95,,,,,,,19,95,,,,,,,,,,,,,,,,
,,一般重工,91R125040072,91-72307-L30S,t2nanoX-EL-x6211E-8G-32G/BEL,19,2025-04-09 00:00:00,2025-04-10 00:00:00,,2025-04-09 00:00:00,,,"(A),(5) COM-Jessie,依重工指導書重工",,,10,,,,,,,,,,,,,,,,,,,,,,,,,19,190,,,,,,,,,,,,,,,,,,,,,,0,,,19,190,,,,,,,,,,,,,,,,
,,一般重工,85R125040055,85-66822-101C,Redflex CCI Board Assembly,25,2025-04-07 00:00:00,2025-04-09 00:00:00,,2025-04-07 00:00:00,,,"(A)(8)TPMC異常& DCN-062516,依重工指導書作業",,,10,,,,,,,,,,,,,,,,,,,,,,,25,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,85R125040032,85-63647-005E,W1312-60564,1,2025-03-31 00:00:00,2025-04-02 00:00:00,烘烤,,,,"(A),(4),IST-Emma,依重工指導書重工,請執行標準測試",,,10,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125030157,59-72139-0040,Express-ADP-i7-12800HE,3,2025-04-01 00:00:00,2025-04-07 00:00:00,,,,,"(4)LC-Karen,庫存改機,訂單需求,依重工指導書作業,標準測試",,,60,,,,,,,,,,0,,,,,,,,,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,55R125040045,55-72520-300E,LEC-iMX95-H-4G-32G-BW-ER,1,2025-04-02 00:00:00,2025-04-08 00:00:00,,2025-04-01 00:00:00,,,"(B*1), (2) COM-Claire, DEV-0054013, 驗證EOL替代料, 依重工指導書重工, 不用標準測試, 重工料件由BU提供, 板卡領用AN77(預留單:0004699165-0002), 重工完後入庫AN77",,,60,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,領給DIP,55R125040060,55-72222-000E,cExpress-RLP-i7-13800HRE-64G,5,2025-04-10 00:00:00,2025-04-10 00:00:00,,,,,"(A),(1) COM-Cindy,新增coating製程,完成後入AN77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,領給DIP,55R125040061,55-72222-300E,cExpress-RLP-i7-1365URE-8G,5,2025-04-10 00:00:00,2025-04-10 00:00:00,,,,,"(A),(1) COM-Cindy,新增coating製程,完成後入AN77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,55R125040044,55-72520-200E,LEC-iMX95-H-4G-32G-BW-CT,1,2025-04-02 00:00:00,2025-04-08 00:00:00,,2025-04-01 00:00:00,,,"(B*1), (2) COM-Claire, DEV-0054013, 驗證EOL替代料, 依重工指導書重工, 不用標準測試, 重工料件由BU提供, 板卡領用AN77(預留單:0004699165-0001), 重工完後入庫AN77",,,60,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,55R125040043,55-66035-801E,Redflex Nirvana carrier board 2.0,6,2025-04-02 00:00:00,2025-04-08 00:00:00,,2025-04-02 00:00:00,,,"(A), (2) COM-Winnie, DEV-0054010, For LAN SI issue, 依重工指導書重工, 重工完入庫AY55",,,10,,,,,,,,,,,,,,,,,,,,,6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125040050,59-72121-A680,Express-IBR-i7-3517UE/Td,1,2025-04-07 00:00:00,2025-04-08 00:00:00,,2025-04-07 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25040100186,品號:71-0QM77-00Z0-A0C2,D/C過期2025+零件左下有綠色色點,位置: U3,拆下來的料需植球入庫再使用",,,60,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125040049,59-72121-A680,Express-IBR-i7-3517UE/Td,1,2025-04-07 00:00:00,2025-04-08 00:00:00,,2025-04-07 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25040100186,品號:71-03517-00U0-A0C2,位置: U1,拆下來的料需植球入庫再使用",,,60,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
